序号,用户,id,点赞,时间,内容,label2
351,曲奇大酱,2380751737,4,2020/12/30 16:32,李医生，马上就要跨年啦，不知道明年会不会好呀，今年我过得有悲有喜，整体来说有点背，不过过去了就是好的是嘛？明年我就毕业了，疫情有些反复，准备了好久的毕设应该能拍吧，毕竟都有疫苗了，新年都会好的是吧，新年快乐呀！        ,
352,作昨左莋,2389704262,5,2020/4/4 7:45,我好奇那个举报李医生的同学，现在过得怎么样？        ,
353,省港澳逼王争霸赛候选人,2399412140,1,2020/7/29 0:10,我的孩子因为多发异常3月份引产了，看着身边的同学朋友都在今年当爸爸妈妈，觉得这个世界对我充满了恶意，我到底做错了老天爷要这样对我。买给孩子的床褥衣服全部都烧了，这是给她的东西，要她全部带走。留给我的只有那一叠叠的产检单和割肉的心痛[泪][泪][泪]        ,
354,小提琴cherish,2424362390,3,5月18日 13:36,如果他们都相信您，如果早点隔离，如果很快有疫苗，您就不会离开了，可惜没有如果，愿下辈子做个普通人        ,
355,小提琴cherish,2424362390,1,2020/11/21 12:54,李医生我来看你了、你在异乡还好吗？ 总为你感到遗憾， 这么好的一位医生不应该有这样的结果、 病例到现在都没有彻底消除，人类应该相信科学，相信像你这样的医生，下辈子希望你做一个凡人，健健康康就好        ,
356,小提琴cherish,2424362390,3,2020/8/24 11:11,胡乱训诫你的人应该得到更严重的惩罚，不然你死不瞑目        ,
357,小提琴cherish,2424362390,0,2020/2/7 11:33,公安 政府出来道歉吧        ,
358,我是没有名字的女士,2431550954,5,2020/9/8 13:09,虽然你走了，但又一直在[太阳][微风]        ,
359,我是没有名字的女士,2431550954,5,2020/9/8 13:08,李医生，我是基层护士，今年报考了监狱护士，你说笔试成绩能考岗位第一吗[兔子]        ,
360,tryanewwaytohappyness,2460637111,1,2020/12/31 10:52,愿李医生在另一个世界是心安的，也是欣慰的，安息[蜡烛][蜡烛][蜡烛]人类还在与新冠病毒作斗争，各国陆续开始新冠疫苗接种，我国的管控更及时高效、科学人性、精准到位。不会忘记你，感谢有你！        ,
361,猫君get,2465911865,3,2020/9/1 21:06,在看开学第一课&nbsp;&nbsp;马上就想到了你 谢谢你 辛苦了 我们很好        ,
362,啊少ok,2511280071,4,2020/9/8 22:06,今天我对一个女学生生气了（她话多不合时宜打断老师上课，化妆，手机瘾）真的很无奈，怎么办才好？李医生，你在吗？我好想哭一场，工作压力太大了        ,
363,辛瓜地的猹猹,2520531741,1,2020/12/31 0:41,头像还灰着，我还记得你…疫情有点反复，所以被学校赶回家…新年快乐李医生🕯️        ,
364,大海里的鱼哥哥,2527565475,0,2020/3/19 18:06,今天风好大，能吹走病毒吗        ,
365,大海里的鱼哥哥,2527565475,1,2020/3/17 9:40,援助武汉的英雄们今天开始撤离了        ,
366,大海里的鱼哥哥,2527565475,1,2020/3/16 9:03,早，希望今天的手术一切顺利        ,
367,大海里的鱼哥哥,2527565475,2,2020/3/15 12:39,什么时候孩子们才可以开学啊        ,
368,用户2540561615,2540561615,3,2020/5/6 0:48,今天毕业班开学了。李医生，孩子们都很好        ,
369,用户2540561615,2540561615,1,2020/3/13 20:04,我来这里说说话，李医生，要保佑你爱的人平安健康呀。。        ,
370,麻麻晴天,2567250715,4,2020/5/3 3:18,虽然时间过去了，当时你发给你的同学群里，不知道有没有通过正规的模式比如开会，比如邮件，上报给局里的领导！因为只有这样的消息才官方，如果私人去网络发的话，那真的，啊是谣言都被当成谣言了。 知道吗。。。。因为这个病毒，世界有的国家都要求祖国索赔，说我们告诉时间太晚。好难过。        ,
371,侯沛存,2589045502,7,2020/9/8 22:56,李医生，从没有为任何一个陌生人而有情绪，对于你我真的是觉得心疼，不止一次哭出来，我无法想想作为一个医生，在执行自己专业的时候受到如此大的“屈辱”继而丧命，哎，可能自己也面临随时没了的情况，想对说的话太多了，希望你在天堂忘了这些事！        ,
372,JuanJuan要加油,2604706140,2,3月29日 19:36,法考好难，我一个在职宝妈学渣，去年失败了，今年我能过吗？        ,
373,MY_秦桑低绿枝,2606579953,2,3月3日 16:54,李医生，我今天买到了自己超喜欢的新鞋，被学生夸奖好看～[兔子]        ,
374,泰坦发明家,2609403801,0,2020/8/13 13:22,李老师，工作室每天都好累啊😔抽不开身的日子不知道该怎么收场        ,
375,犀利尾牙,2609774717,0,2020/12/30 9:14,一年了        ,
376,犀利尾牙,2609774717,8,2020/9/8 21:18,李医生，今天忙了一天，因为备考一直在对疫情期间发生的事情复盘。不可避免地又想起您，恰又是表彰的日子，来看看您。致敬，祝安！        ,
377,微博浪了没有,2610429671,1,1月3日 09:21,新年快乐&nbsp;&nbsp;李老师        ,
378,牙周治病君,2627541840,1,2020/12/31 22:45,新年快乐，老同学[蜡烛]        ,
379,宇茜Ray,2638373591,2,2020/10/21 13:44,医生您好，我的毕业设计是MG动漫设计，我想把您的故事用动画的形式做出来，望冬安，以及祝您的家人身体健康，我会努力加油的[可爱]        ,
380,兰霹雳_809,2639439973,0,2020/3/13 22:24,既然是别人带来的毒，专业的提醒，为什么要训诫，脑仁疼╯▂╰        ,
381,已卿执,2653205044,0,2020/4/4 11:45,师兄，致敬        ,
382,陌悠涵_浅唱Goinggo,2656960733,1,2020/12/30 15:42,武昌区公安局负责这个的公安这一年过的好吗？李老师，新年快乐！        ,
383,祝十八会有钱,2701125864,0,2020/8/17 19:25,李医生 我要考试啦 觉得自己已经真的尽力啦 希望我有个好结果 祝您开心        ,
384,Jcrr_,2715270972,3,2020/4/1 9:43,早 离毕业越来越近了 一切好像都在加速前进 等疫情尘埃落定了之后 有机会我一定要去武汉看看 看看您生活过的地方 您是真勇士        ,
385,小磷酸,2731176820,1,2020/9/8 14:27,你的心是赤诚的        ,
386,小磷酸,2731176820,2,2020/6/19 23:54,难过了。您在天有灵，会笑他们吧        ,
387,小磷酸,2731176820,1,2020/6/10 23:54,今天我休息了一天，明天重新开始奋斗吧～        ,
388,小磷酸,2731176820,2,2020/6/10 12:40,不想继续做学术了。好难过。感觉自己无论多么努力也没有结果。[泪]        ,
389,大漠鱼-,2736615377,15,2020/9/1 9:41,李文亮医生，今天是9月1日，对于学生们来说，是崭新的一个开始，请你保佑孩子们平平安安，健康成长。        ,
390,胡小熊webb,2765231397,7,2020/12/30 2:45,从被小学老师逼迫写的检讨开始到公安的训诫书，实则在告诉你枪打出头鸟，别总想着标新立异，给老子泯然众人去吧。        ,
391,sprayspray,2785930011,7,2020/9/9 20:50,会不会过不了很久 这篇文章也找不到了呢        ,
392,許小树x,2792859761,4,2020/9/11 3:42,大半夜我娃娃突然一直哭，抱了半天才不哭，陪他玩到现在终于睡了，明天又是精神萎靡的一天，不知道给谁说了，发朋友圈真觉得自己太矫情又无用，突然想到天堂的你，和你说说话……        ,
393,許小树x,2792859761,2,2020/8/14 8:28,李医生，生了孩子以后感觉自己特别不适应，变差的皮肤，走样的身材，每天晚上睡不着，白天没精神，下个月还要参加护师考试，唉，每天心里都特别难受，感觉自己给自己画了一个圈圈走不出去了[泪]        ,
394,护城河边下的老师,2796731132,0,2020/4/4 17:26,现在一切都好，我们的生活也逐渐恢复正常了。只是孩子们还不能上课。你呢？        ,
395,尾尾道和溪蛮,2800741805,4,2020/3/24 9:46,李医生早安。如果你能出声，为在国外饱受煎熬的留学生们及其家长，给些建议，亲切安慰，该多好啊！这个问题割裂了中国人良知呢。或许只有你发声，各方人士会聆听默思吧。人世间，太多烦恼呢        ,
396,-Froid-,2805496793,14,2020/9/18 0:09,李医生，今天很失落，我联系的导师不太想收我，思考自己还是不够优秀努力。别人是无法理解我内心的伤口，我要强大了才可以自我愈合。我一定要对待每件事情都认真起来，我要完成我的梦想，虽然现在不知何去何从，明天会有好消息吧[泪]老李，晚安，我不能哭，小孩子才会哭，大人要坚强，我要学会长大。        ,
397,一定要加油努力努力再努力啊,2835004184,2,2020/12/30 13:10,谢谢李医生，没有你，大家可能意识不到当时的严重性，中国有今天的成绩少不了您的贡献，希望您在天之灵安息。医生的良心！        ,
398,hiieva,2836436540,12,2020/9/8 14:54,疫情稳定了，我也快要开学了，想到你留在那个怪诞的冬天，有点难过        ,
399,岁月静好人生那么长,2856994940,1,2020/8/29 22:54,今天心情不太好，见到了25年没见过的同学，曾经懵懂年少时互有好感，转眼25年，唉，物是人非，只盼望以后大家都顺遂        ,
400,岁月静好人生那么长,2856994940,2,2020/7/22 13:48,今天我住院了，心脏不舒服。免费做了听说很久的核酸检测，真的简单，一根棉签一下子就搞好了，真好，中国防疫做的到位        ,
401,爱笑的鑫宝er,2862024950,2,2020/3/27 13:48,李老师，我们都会加油！谢谢你！        ,
402,小女警的微甜生活,2872515332,1,2020/9/8 19:06,李老师，今天开表彰会了哦，我们赢了。        ,
403,可不可爱我说了算啊,2878215761,1,2020/12/30 13:41,李老师，我养了一只想养的小猫咪，有点猫藓和结膜炎，我会好好照顾他哒，希望他能快点好起来[泪]李老师，新年快乐啦        ,
404,嗣音__,2887579942,8,2020/6/12 11:47,珞珈少女遥贺师兄弄璋之喜        ,
405,Bepa_珺,2950616400,7,1月15日 23:49,你都成攻击国家的工具人了，虽然你不在了并不印象他们随时拿你做武器。你话太多了，派出所签个字的纸需要放网上吗？你太喜欢出名了，一个不是感染了专业医生，然后听了医院里的消息，你没有上报卫健委，而是开始提醒亲戚朋友群。你不是第一个知道的医生。是那个医生上报卫健委的。        ,
406,leecoolk,2967448634,2,2020/12/30 17:40,新年快乐啊李老师[心]        ,
407,向阳的一朵小花,2990997202,1,2020/3/17 14:11,李医生啊，春天来了，离孩子们开学应该不远了吧。        ,
408,来壶浊酒慰风尘,3005524514,5,2020/4/30 10:13,中学时候看柴静老师的《看见》，我觉得记者是公知行业，为众人抱薪者，不可使其冻毙于风雪，而我想做的是那样的人，但是因为志愿的阴差阳错，我没有成为记者，来到中医院校，却与医失之交臂，现在我想靠自己考法律，依然要做社会的瞭望者谢谢您，让我更加坚定        ,
409,柳眉杏眼的米查尔泰勒,3022534635,5,3月22日 21:03,李老师，想去武大看樱花，疫情已经有所好转了，不会忘记你的。        ,
410,段妹妹先呵为敬,3027984477,1,2020/3/25 15:30,午安！我在上生物学概论，外面阳光很好        ,
411,CC小煮饭,3032004333,7,2020/3/19 2:21,李老师，今晚的夜班很安静，这是您和所有武汉人换来的，病人越来越少了，你在那边怎么样，是不是和我一样，想着家人呢？        ,
412,CC小煮饭,3032004333,6,2020/3/18 8:40,李老师，我们快撤离了，你来送我吗？        ,
413,焱之翱者Listening,3054114113,3,2020/12/30 10:55,去年的今天，李文亮医生在医生同学群里发布消息说“确诊了7例SARS”，提醒他的同学注意防护。        ,
414,能不能不要再拖延,3070128791,0,1月6日 00:30,李医生，期末文学专业要背的内容好多哇，明天就考试，背不完了[泪]        ,
415,PacemakerL,3104506941,2,2020/9/8 14:09,老哥、我终于出来进修啦、以后就是专业下水道啦、[允悲]、今天大家都很想你啊[酷]        ,
416,Luoyuxiangangang,3122506692,36,2020/6/13 0:56,李老师，他们说你小儿子出生啦。真好。        ,
417,叫我潇莹就好,3123451731,1,2020/12/31 2:02,还有不到22个小时2020年就过啦李老师[微风]        ,
418,你们的11,3124810873,1,2020/9/19 0:35,你们遇到了那个无论任何时候都义无反顾的站在你身边的人了吗？        ,
419,你们的11,3124810873,1,2020/9/10 23:14,老师，秋天了        ,
420,你们的11,3124810873,4,2020/8/30 0:47,可爱的树洞，我有很多很多没法对外人说的话，只能来说给你和这里的小伙伴听。今天是努力的一天。虽已秋天，但阳光还是很暖。你那里呢，看到的云是不是和我们的一样。我今天忽然想到，如果有轮回，你现在应该半岁了吧，会不会摇摇晃晃的要站起来学走路呢～        ,
421,你们的11,3124810873,5,2020/8/28 10:35,好累。想去找你。你那里今天的云也很蓝吧。        ,
422,你们的11,3124810873,1,2020/8/24 23:37,不能和所有人说的话。只能在你这里说。        ,
423,你们的11,3124810873,2,2020/8/24 23:35,又是用尽全力活着的一天。你还好吗。你那里到秋天了吗。        ,
424,你们的11,3124810873,1,2020/8/14 10:36,可爱的树洞李医生。我们活下来的人都会好好的，对吗。        ,
425,我自从196几年开始活着,3181294194,8,2020/3/17 5:48,李医生，我就想经常来这看看你，也没什么好东西带给你，今晚约了一个同学隔空对饮，也邀请你来参加        ,
426,欢子的小禹宙,3182907295,1,2020/12/30 17:31,新年快乐，学长        ,
427,米果果_喵喵舞,3196240854,17,2020/9/8 21:14,师兄，今天是你接受全国人民心中表彰的日子[作揖][给你小心心]        ,
428,小乔不吃素,3201784783,3,2020/12/30 11:06,“在专业的领域要相信专业的人士”再怎么感谢，缅怀，都改变不了这位年轻医生的离开。但愿我们一直在进步        ,
429,Nick_刘益廷,3202551772,0,1月1日 11:47,训诫书说明什么？说明领导就是典型的［自以为是的小学生］：遇到自己不理解的，没见过的，第一反应并不是问为什么，而是“那一定是错的”        ,
430,RESLER,3209832543,2,2020/5/2 13:57,如梦似幻一样，我该怎么调整自己，        ,
431,RESLER,3209832543,1,2020/5/2 13:57,生活还是挺难的，得学会苦中作乐        ,
432,RESLER,3209832543,0,2020/5/2 13:57,今天的我有些难过😔        ,
433,和鸡眼抽支烟,3216249673,2,2020/12/31 11:41,李医生。一年以前我在学校的角落悼念你。今天我还悼念你。一整年了。祝你好。        ,
434,希冀一秩,3217136793,0,1月7日 10:49,啊李医生！法考主观题成绩要出了，我好紧张啊啊啊啊啊啊啊！        ,
435,希冀一秩,3217136793,0,2020/12/30 14:50,一年。新年快乐，李医生。[心]        ,
436,艾米0304,3240139334,2,2020/3/25 12:08,李医生，第一声春雷响起，细雨绵绵，万物周而复始，在此记怀专业、勇敢、仁慈的您，愿您安息！        ,
437,葡三岁吖_,3260212960,3,2020/4/5 8:02,老师，我们来看看您，您身体可还好[泪]        ,
438,漂流的小C,3292263113,12,2020/5/23 23:43,李医生，我开学了，谢谢您曾经为了大家所做的一切[泪]        ,
439,顾小冰aibing,3295944771,0,2020/12/31 19:40,新年快乐        ,
440,顾小冰aibing,3295944771,1,2020/3/14 10:53,每天先到方方那里看文章。        ,
441,还好有个小秘密,3306602830,4,2020/9/8 20:55,李老师，今天心很累，不想在医院干了，但是不干这行又觉得对不起自己读了那么多年的学，对不起父母的期望，        ,
442,3是3和是和,3317389820,2,2020/6/28 11:01,李老师=海力布再世。        ,
443,#NAME?,3320761847,3,2020/10/30 22:24,李老师，明天就要考教资了，第一个就想到你，来看看你，最近压力好大。        ,
444,搞怪咚,3321688060,16,2020/6/7 15:58,李文亮先生，学校让写有关疫情感想的实践报告，我把你写进去了， “愿逝者长眠，生者如斯”        ,
445,山水小山村,3388096824,0,1月5日 10:13,新年快乐啊医生老师        ,
446,南山南雨照,3396495174,2,2020/3/19 21:21,学长[炸鸡腿]        ,
447,看似偶然的偶然,3434261764,3,2020/9/1 21:26,开学第一课，钟老想起你了，他说要敢说        ,
448,华夏愕闻录,3459115282,7,2020/12/30 22:24,你是我们这些普通武汉人心中永远的天使，你的提醒，使我们从狗官们的欺骗中清醒，使我们自觉戴上口罩，禁止聚集，远离危险，你就是我们的恩人        ,
449,华夏愕闻录,3459115282,15,2020/12/30 22:21,好多今天网上诋毁你的人，文亮，我斗不过他们，作为你的学长，唯有祝你在另一个世界岁月静好，也惟愿武汉不再遭受劫难，不是武汉人的他们哪里知道去年的这个时候，我们在遭遇什么……        ,
450,瓦尼塔斯的手记,3465160710,3,2020/5/15 20:58,李医生，今天喜欢的游戏把我气到了，但是傍晚的时候天气很好，风挺大的，不然真的好热啊        ,
451,瓦尼塔斯的手记,3465160710,2,2020/5/14 9:19,今天我这里天气很好，工程力学好像学不会了感觉期末得挂，但是我们还没返校不知道怎么考试        ,
452,木白与鱼,3511281205,3,2020/12/30 13:16,马上新年了。这个世界不算好。但是我们还好。这一年我在作文里写过好几次你的名字。您还好吗。        ,
453,糖果盒球场吃糖果,3534048481,1,2020/12/30 15:25,一年了，时间过的好快啊，感觉今年尤其的快，我也毕业开始工作了，新年快乐哦！昨天好多地方都下雪了，李医生，希望您在那边吃的好睡得好过的开心        ,
454,糖果盒球场吃糖果,3534048481,0,2020/4/6 10:38,中午好呀        ,
455,风雨里行走,3647418112,0,2020/8/13 21:51,李医生，我毕业两个月了，还没找到想去的工作，我感觉我好失败啊[失望]，再找不到自己想去的，及时不想去的，也要去了，我现在好累，好烦啊，疯了        ,
456,姓前名白Bm,3648462717,4,8月16日 02:16,李医生，我毕业就找到了工作，但我开心不起来，晚安        ,
457,小雀斑_Nakia,3653705751,3,2020/8/17 1:29,我好焦虑呀李医生，明明当时疫情很严重的时候我都心态没有崩，现在一个月一个月过去，很多考试被取消，国内外环境不太平，家庭气氛也很压抑，面临就业的压力，感觉太迷茫无助了，怎么办[悲伤]        ,
458,半颗_呆瓜,3694620885,2,2020/11/14 13:14,李医生，我最近要毕业了可是我真的好烦躁，都说毕业季是分手季，男朋友说，你能不能别活在理想中，我幼稚我可以承认，可是我也在为了两个人的未来努力，他过生日那天我没到是因为我想去，可是家里有事就没有去，我快过生日了，他却不想陪我过生日，理由就是因为他过生日我也没去，可我的初心是陪他一起        ,
459,Emma在努力生活,3706048940,4,1月31日 20:35,李医生晚上好！我最近在忙转专业的事情啦 之前精神状态不好差几分去临床 掉在了医技 正在努力转 新的一年了 李医生 新年好[泪]        ,
460,Emma在努力生活,3706048940,1,2020/7/19 8:15,早安        ,
461,Ren-苡仁,3715281444,1,1月3日 08:51,新年快乐，李老师        ,
462,种一棵树2013_797,3719662324,10,2020/4/10 16:40,方方的日记在亚马逊上架了。我还有两个星期就会回到课堂面对面给学生们上课。        ,
463,青春来干饭,3725708304,5,2020/9/28 9:57,亮哥，我又来了，今天河北初会成绩下来了，河南还没有下，但是我觉得自己只有百分之八十的信心能过，真的很紧张啊        ,
464,梁山好汉666918,3758705194,1,1月3日 20:08,“一个健康的社会不能只有一种声音”--李文亮        ,
465,梁山好汉666918,3758705194,0,2020/12/30 21:02,致敬抱薪人！致敬吹哨人！        ,
466,梁山好汉666918,3758705194,2,2020/12/5 12:51,今年众生太难了，冬季真的惦记两湖两广川皖年中水淹的民众如何过冬，媒体不报道，文亮大夫在天多多关照，让底层百姓有一线生机        ,
467,梁山好汉666918,3758705194,0,2020/9/8 23:08,永远的英雄        ,
468,梁山好汉666918,3758705194,0,2020/9/8 23:07,致敬！        ,
469,梁山好汉666918,3758705194,4,2020/8/7 22:41,亮子，今日立秋，你已走半年了！祝福两宝及家人安康！        ,
470,梁山好汉666918,3758705194,24,2020/6/20 21:56,亮子，人们不会忘记你的，留言可删，历史的记忆是删不去的，利香之流也不能轻易放弃记忆！        ,
471,梁山好汉666918,3758705194,1,2020/6/20 21:52,人间正道多沧桑，不能忘却        ,
472,梁山好汉666918,3758705194,6,2020/6/14 7:47,6月12日，是个爱的日子。你的二宝诞生了，应该说是亮子你复活了，爱的哨音将继续嘹亮。        ,
473,梁山好汉666918,3758705194,6,2020/6/12 16:06,：新生命的诞生，李文亮医生生命的延续，既欣慰但更心酸！蔡莉晚上睡得着吗？中心医院6位殉职的医生在天上看着在呢！蔡莉伏法那一天武汉中心医院的春天才能来临，期待那一天早点到来！        ,
474,梁山好汉666918,3758705194,0,2020/6/12 11:39,二宝！平安健康！        ,
475,梁山好汉666918,3758705194,5,2020/6/10 22:53,亮子，你与四千多同胞永留2020春天，人们永记在心，但也不能轻易忘记利香之流！        ,
476,梁山好汉666918,3758705194,10,2020/6/4 8:14,亮子，每天抽空到此看看，评论留言理智客观人性，一片净土！再看其他地方的留言无知、无耻、自大、恶语秽言等充满仇恨和下流，很无语，真不知是什么样的学校家庭才能培养出这些东西，还是中华民族的子孙吗！        ,
477,梁山好汉666918,3758705194,13,2020/5/29 21:50,亮子，追责的声音，越来越弱了，人在做，天在看！        ,
478,梁山好汉666918,3758705194,0,2020/5/28 16:35,亮子，两会闭幕了        ,
479,梁山好汉666918,3758705194,10,2020/5/27 7:57,梁小霞昨天去世了，她与你、众多为抗疫拼了命的英雄，永远在人们心中！        ,
480,梁山好汉666918,3758705194,7,2020/5/21 22:54,文亮大夫，武汉人湖北人中国人会记得，你与2020的春天一道永远铭记！        ,
481,梁山好汉666918,3758705194,11,2020/5/16 4:36,一个健康的社会，不应该只有一种声音——-百日祭[蜡烛][蜡烛][蜡烛]        ,
482,梁山好汉666918,3758705194,0,2020/4/4 9:24,[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]        ,
483,梁山好汉666918,3758705194,7,2020/4/2 15:28,一个健康的社会，不能只有一种声音”。        ,
484,庞庞星球y,3763743847,2,2020/12/30 12:28,2020还剩最后两天了，医生您在那边过的怎么样，疫情还没有彻底根除，但人们好像都在这样的环境下学会了如何自处，2020年太魔幻了，我曾经认为人生是要实现价值的，是要朝目标奋斗的，但现在才感觉到，享受当下的每一秒好像更加重要，新年快乐医生，我们都在等待健康的地球重新回来，和你一起        ,
485,腿又粗否,3781833241,13,2020/9/8 16:30,虽然表彰文章里没有你的名字，但我们不会忘了你        ,
486,我叫于大扯,3820448384,1,2020/9/8 14:52,🙏🏼//:李医生，全国疫情都稳定了，在户外可以不带口罩了，孩子们都上学了，英雄们被表彰了。你走的那天，我夜里喂奶看到的消息，大哭一场，现在我娃娃马上就会走路了。春天夏天都来过，想起留在冬天的你，觉得很难受。        ,
487,我叫于大扯,3820448384,0,2020/2/7 3:47,[泪][泪][泪]//:真的太夸张了。原来八位所谓传谣者，都是些良心医生        ,
488,CornuCopiae,3836676205,0,2020/12/31 1:59,还有六个小时就要考试啦，希望一切顺利        ,
489,晳子小姐,3851739621,10,2020/4/22 14:56,刚刚看了方方日记的接力文章，看了余向东。或许只有经历的人才知道，当时是有多惨烈吧        ,
490,xiao晓晨,3880296224,0,2020/12/30 14:58,你好哇，师兄。马上就毕业了，还没有找到工作呢        ,
491,絮雪如初0301,3893503085,2,2月25日 23:31,去年的今日 致敬我们的英雄们         ,
492,絮雪如初0301,3893503085,8,2020/6/28 23:34,海南海口 七彩祥云 来见你了         ,
493,絮雪如初0301,3893503085,5,2020/6/21 12:40,文亮兄 一切都好 请放心吧 致敬我们的英雄们         ,
494,絮雪如初0301,3893503085,2,2020/5/3 0:42,亮哥 樱桃快熟了 会继续你对生活的热爱那样好好活着[太开心] 努力考到教资当老师去        ,
495,絮雪如初0301,3893503085,2,2020/5/3 0:38,武汉越来越好了[鼓掌]         ,
496,doublegaovb,3898619658,4,2020/4/16 12:58,以后的作文一定有你        ,
497,肥嘟嘟_右卫门,3903862304,1,2020/9/1 10:50,女孩子真的不能赌        ,
498,肥嘟嘟_右卫门,3903862304,1,2020/9/1 10:49,老师 我又恢复单身了 明知道继续不会有结果&nbsp;&nbsp;可是分了还是很难受        ,
499,肥嘟嘟_右卫门,3903862304,0,2020/8/31 13:55,我真的不想呆这里了 每天都不开心        ,
500,肥嘟嘟_右卫门,3903862304,0,2020/8/31 13:55,老师 我好伤心 因为自己没有好好准备好好把握 我错失了一次人生转折的机会 我真的真的好后悔好难过 难过到失眠[泪][泪][泪]        ,
501,苏的苏苏苏的,3925432960,1,2020/3/15 23:26,希望快点开学吧        ,
502,赵mmmmmmm,3926296986,1,2020/7/26 20:25,今天去考试了上午事业编下午教师编。李医生在另一个世界也要好好的啊        ,
503,曹小厨cc,3932694144,0,2020/8/20 10:35,今天开始教师培训了，马上就要秋季开学了        ,
504,隔壁王富贵丶,3942452896,3,2020/12/30 14:16,李医生，您现在一定在蹒跚学步吧～要加油哦[心]        ,
505,龙包味洲洲MiyoooA,3946200623,0,2月11日 21:36,新年快乐！        ,
506,龙包味洲洲MiyoooA,3946200623,0,2020/4/4 22:46,小李医生 一路走好 我们都记得你 我们不会忘记[泪]        ,
507,龙包味洲洲MiyoooA,3946200623,0,2020/4/4 10:01,鸣笛了[泪][泪][泪][泪]您听见了么        ,
508,龙包味洲洲MiyoooA,3946200623,3,2020/4/3 23:38,[泪][泪][泪][泪][泪][泪][泪][泪]小李医生 我是每天都来找你玩的毛毛 我好想你啊[泪][泪][泪][泪][泪]明天大家都会为你哀悼的[悲伤][悲伤]        ,
509,龙包味洲洲MiyoooA,3946200623,7,2020/4/3 8:34,小李医生 今天我们政治老师上网课时全程静音hhhh我们谁都没有告诉他嘻嘻嘻hhhhh        ,
510,龙包味洲洲MiyoooA,3946200623,8,2020/4/2 22:40,小李医生 今天天气有点冷 我刚刚在裹着毯子背历史hhh 有点想你就过来找你辣        ,
511,龙包味洲洲MiyoooA,3946200623,4,2020/3/19 22:46,小李医生 我又来看你啦 今天深圳下了一天大雨 我在书房的床上趴着玩手机&nbsp;&nbsp;你知道嘛 调查结果出来了 大家都还惦记着你 你能看到吗        ,
512,龙包味洲洲MiyoooA,3946200623,11,2020/3/17 12:14,小李医生 我上完网课啦 现在得去吃饭了 地理作业好多hhh我会努力在中午就把它写完的        ,
513,龙包味洲洲MiyoooA,3946200623,1,2020/3/17 7:44,小李医生我又来看你啦 我把之前交的男朋友甩了hh因为他好烦 现在还是觉得单身最好 今天没啥阳光 阴阴沉沉的 不知道什么时候才能出太阳[太阳][太阳]        ,
514,裂镜,3963383993,3,6月8日 22:21,李医生，我今天打了疫苗第二针～要期末考啦，大家都慢慢忙起来了。来看看你        ,
515,P1ut0吞,3966084479,19,2020/3/20 10:33,那刺眼的章，无处不透露着权力的滥用，透露无知的理所当然，透露权力凌驾与你的专业，多年之后，历史还会重演，可怕，可怕。        ,
516,大声balabalabala,3991835827,0,1月2日 22:08,新年快乐~~~今天好累阿~~~~写完作业就可以休息拉 晚安        ,
517,清风拂杨柳ll,5022894252,0,2020/5/6 10:19,五一假期开学第三天了，要争气。        ,
518,咕噜咕咚小可乐,5024327299,2,2020/11/6 0:20,今天下午休了半天班，睡了一下午，好舒服啊        ,
519,咕噜咕咚小可乐,5024327299,5,2020/11/6 0:16,最近从心底里排斥上班。莫名其妙学了医，莫名其妙从了医，性格都变了好多        ,
520,咕噜咕咚小可乐,5024327299,2,2020/8/30 9:14,李医生，我来看你了，今天我们这 有点阴天有点闷热        ,
521,laydetattoo,5049544193,2,6月11日 20:55,李医生！今天学校组织打完第二针了！        ,
522,jio大江山稳,5098270211,6,5月22日 13:56,跟当时你去世时一样，早上就有消息了，但医学上想再抢救一下，医学上不宣布就还有救，但是对所有人来讲，你们都是永存的[悲伤]        ,
523,jio大江山稳,5098270211,0,5月22日 13:54,李医生，袁爷爷真的去世了[悲伤][悲伤]        ,
524,敬重风险老韦,5100685985,1,2020/9/8 17:01,中国历史上著名的非专业训斥专业医生的一幕！一个派出所副所长受命训斥主治医生。抄送：      &nbsp;&nbsp;//: 。。。        ,
525,四季肥鹤Carrie,5103870247,4,2020/11/23 16:38,李医生噢&nbsp;&nbsp;忘了告诉你&nbsp;&nbsp;我通过社团面试了&nbsp;&nbsp;计算机我也有点学会了&nbsp;&nbsp;我会慢慢学的[心]        ,
526,四季肥鹤Carrie,5103870247,4,2020/11/23 16:37,李医生&nbsp;&nbsp;我和室友的关系进一步了，但只是几个而已，但是我会好好相处的[心]        ,
527,苏打不是有机酸,5125081902,2,1月4日 23:49,新的一年快乐呀李医生 祝我地理考试满分过        ,
528,上班怕被打,5127428684,1,2020/12/30 13:30,昨天南京下雪了，风也好大啊，有点想家了，也想你了，李老师        ,
529,用户z8ew53m0tp,5128663031,4,2020/4/11 18:10,学会善良，学会开心        ,
530,我懂卑微,5140605140,0,2020/8/13 22:22,老李呀，11号晚上和女朋友吵架，然后跟我闹分手，一下我就慌了，虽然之前也闹过分手，但是我真的好珍惜这份感情，不想放弃，我知道这样很舔狗，但是没办法，谁让自己那么喜欢她呢。现在还是异地，还有三个星期就开学了，不知道能不能坚持住见到后她讲清楚。已经两天没搭理我了，我该怎么办        ,
531,波格鼠勇士,5143414527,2,2020/7/18 12:14,李老师        ,
532,我就是只河马,5174425662,3,2020/12/31 8:10,新年快乐，李老师        ,
