用户,id,点赞,时间,内容,label2
爱管闲事的老奶奶,7389447831,1,2020/8/21 12:01,尚若民众安危、与行政机关利益无关连，其&nbsp;&nbsp;又何苦为民焉？        ,0
爱管闲事的老奶奶,7389447831,14,2020/8/5 1:35,天堂没有训诫书（人世间曾经有过）；天堂没有疾病，因而没有医院，更没有护理部主任和护士长…… 武汉中心医院的李文亮医生，协和医院的那位护士，愿你们在天堂安好，虽然我不认识你们！        ,0
爱管闲事的老奶奶,7389447831,9,2020/8/3 16:38,7月29日，据说，协和医院的这位护士原本去辞职，为何却“坠楼”？ 医院的窗向来很狭窄，百思不得解！&nbsp;&nbsp;……我们这些平民或百姓，但凡遇到高楼或大夏，首选留意那扇狭窄的玻璃窗……然后再其他……        ,0
爱喝咖啡的鲨鱼凡003,6226861202,9,2020/4/17 0:34,李医生，您好！不会吵到您休息吧[失望]我们已陆续复工复学，全国人民共同努力才有了今天的防疫结果，这当中必不可少有您的贡献！我会永远怀念您🙏        ,0
爱喝咖啡的鲨鱼凡003,6226861202,2,2020/2/19 19:29,谢谢您......[鲜花][鲜花]        ,0
爱了messi,6722551673,0,2020/6/26 22:04,今天被老师批了        ,1
爱了messi,6722551673,3,2020/4/15 11:11,[泪]最近好多公司都破产了。加油        ,1
爱了messi,6722551673,0,2020/4/4 8:47,记得您        ,1
爱了messi,6722551673,0,2020/4/4 6:35,清明了[蜡烛][蜡烛][蜡烛][蜡烛]        ,1
爱了messi,6722551673,15,2020/4/2 20:23,李医生，您快看！春天来了！！！        ,1
爱甜盐兴如命,5540734806,3,2020/6/12 20:43,山河无恙，国民安康，李老师，安好        ,0
爱笑的鑫宝er,2862024950,2,2020/3/27 13:48,李老师，我们都会加油！谢谢你！        ,0
爱学习的小程victory,7264999955,2,2020/9/9 15:10,李医生，我们今天老师讲近现代史课的时候又讲了一次今年疫情。还是很庆幸有你们，疫情现在已经不严重了        ,1
爱学习的小程victory,7264999955,2,2020/9/7 16:01,李医生，我上课好困啊，学校真的好热好热        ,1
爱咋咋地livia,5899436747,8,2020/3/15 19:03,开学后 我要和我的学生好好讲讲你的故事        ,0
瞹曃,6920094161,4,6月22日 19:17,李医生啊，他军校，我高四，高考前他隔着一千多公里给我寄来了信，好长好长的那种，（他们平时真的超忙，也很难寄东西），后来啊……联系变得越来越少，甚至不知道为什么，但是啊，那是我从小到大认识的人啊，我认真喜欢的人啊，想和他有未来的人，好多次难的时候，都是他在撑着我走下去，无缘吧        ,1
瞹曃,6920094161,2,2月6日 17:36,希望啊，有机会能去武汉看看这座英雄的城市，为你送上一朵花        ,1
瞹曃,6920094161,9,2020/5/30 17:06,距离高考还有一个多月了，希望一切都好顺利，永远记得2月流泪的夜晚9.30永不遗忘        ,1
俺麻了,5714904003,0,2020/5/8 13:25,亮哥 我好想你呀[污]        ,1
俺麻了,5714904003,0,2020/5/3 11:24,又是赶作业的一天[拜拜]        ,1
按时服用咖啡因,2782200493,3,2020/12/30 19:20,为众人抱薪者，不可使其冻毙于风雪。 因为你的故事 我路过德克士 特意去吃了个枪腿&nbsp;&nbsp;&nbsp;北镇高中百年 那么多优秀毕业生&nbsp;&nbsp;我唯独因为跟你当次校友而由衷的觉得沾光了 英雄竟然在我身边&nbsp;&nbsp;北镇高中还真挺牛逼的培养出这么优秀的人        ,0
熬夜冠军PP,6447707235,2,2020/5/3 9:10,李医生，时间过得真快呀，已经五月份啦，新的月份，希望我们都好好的！！！黑龙江现在情况不是很好，好想去学校上学，李医生，保佑黑龙江这次能够早点战役胜利！！        ,1
熬夜冠军PP,6447707235,8,2020/4/10 10:43,李医生，早安，这几天的消息都不怎么好，虐猫，外境输入，无症状感染者，本土病例新增，好想去上学，你在那边好好的，不要担心我们……        ,1
熬夜冠军PP,6447707235,5,2020/4/9 8:35,李医生，武汉解封了，生活也逐渐步入正轨，你在那边也可以放心啦，我们一定能早日战胜这场战“疫”！不辜负你的期望！！你在那边也要照顾好自己呀！        ,1
熬夜冠军PP,6447707235,2,2020/4/4 8:13,早安，李医生，我们一直在想你！        ,1
熬夜冠军PP,6447707235,2,2020/4/3 9:58,如果2020重启就好啦，李医生要好好的喔。        ,1
熬夜和拖延症患者会变丑,6450443558,0,2020/11/6 0:11,每次到考试，都会想为什么我要学医，不学医的自己是什么样呢        ,1
熬夜和拖延症患者会变丑,6450443558,1,2020/10/30 9:12,学医好难啊[泪]        ,1
傲娇的喵大大,6253477529,4,2020/6/7 9:03,李老师，就要出成绩了 我好怕如果考不上该怎么办[委屈]        ,1
巴豆宝宝333,5874645040,0,2020/12/31 22:02,我的河南建业改名字了，哎[泪]        ,0
巴豆宝宝333,5874645040,0,2020/12/31 22:01,艾芬老师说她眼睛治坏了，哎        ,0
巴斯光年terry,2199235725,5,2月24日 11:14,李医生，今天我们开学，虽然很不想开学，但是只能硬着头皮冲，希望这学期学飞能顺利一点，师父对我好一点        ,1
白教堂抹茶古铺的小熊猫战士,5315558559,0,1月31日 20:47,希望你一切都好        ,0
白教堂抹茶古铺的小熊猫战士,5315558559,13,2020/9/25 22:08,昨天第一次给你留言 没想到第二次来得这么快 小学我们学陆游的诗 那时候还很小呀 就能感觉到“王师北定中原日 家祭无忘告乃翁”是多么痛切而真挚的一句 所以我看到这个消息 觉得一定要来告诉你 你会怎么想呢 大人物总是会很欣慰 但我们都是小人物 你会不会觉得遗憾更多一些呢 但你在我心里还是大人物         ,0
白教堂抹茶古铺的小熊猫战士,5315558559,6,2020/9/24 16:37,第一次来给你留言 想称呼您 又觉得更多是你 昨天吃了久违的肯德基奥尔良烤翅 不是你喜欢的手枪腿 但是那天坐公交车看到手枪腿的广告 想起来了你 不知道你会不会不喜欢这里被叫做“哭墙” 不知道你看到身后事会怎么想 你走后的第一个冬天快来了 不想看到更多像你一样的人那么累了        ,0
白小白_8x8,6055730743,4,2020/8/13 21:38,李医生，我还有十几天就要上大二了，我一定得好好努力了，真的不想再留遗憾了，虽然已经一年了，高考失利的阴影却不是那么容易散去，怎么说也是青春的遗憾，大学我不想再留遗憾了，但我真的好痛苦，我努力想做好的事情都做不好，我都不知道该怎么办了        ,0
斑驳q1104,6285387595,6,2020/11/28 0:12,李医生我好难过啊今天呜呜呜，我没评上国家励志奖学金，真的好难过啊，李医生抱抱，李医生晚安，我会一直努力努力再努力的        ,1
斑驳q1104,6285387595,7,2020/11/26 13:47,李医生大家没有忘记你，从来都不会，永远也不会        ,1
半岛半山半垂钓,5643344730,0,1月3日 22:24,学弟新年好，为你祝福        ,0
半颗_呆瓜,3694620885,2,2020/11/14 13:14,李医生，我最近要毕业了可是我真的好烦躁，都说毕业季是分手季，男朋友说，你能不能别活在理想中，我幼稚我可以承认，可是我也在为了两个人的未来努力，他过生日那天我没到是因为我想去，可是家里有事就没有去，我快过生日了，他却不想陪我过生日，理由就是因为他过生日我也没去，可我的初心是陪他一起        ,0
半-糖,2037094900,0,2020/4/15 23:06,我今天还有两个片子要剪辑，明天要交作业。        ,1
伴我从校服到白婚纱,5500214252,0,2020/9/8 17:07,训诫书连日期都写不好？字迹潦草还写错日期…这是怎样一群乐色在执法部门？？          ,0
伴我从校服到白婚纱,5500214252,2,2020/6/18 13:38,心中的好医生，永远记住您！&nbsp;&nbsp;二零一九年底， 武汉李文亮医生就发现了可疑病毒……在同学朋友圈发布交流信息，结果被公安带走签下‘训诫书’不许发布谣言，今年一月份医生感染，官方还在辟谣没有人传人迹象，没有医生被感染……… 为世人警醒着，‘训诫书’警告之…          ,0
飽飽蛋卷,5688507343,1,1月1日 01:00,新年快乐呀 李老师        ,0
抱抱马娇,6470754062,1,2020/9/6 14:24,微博也要离开我的青春了，李文亮老师，以后不能来看你了，照顾好自己！        ,0
抱抱马娇,6470754062,4,2020/3/22 15:54,希望你在天堂一切都好！        ,0
抱抱尹,7047669955,3,2020/4/28 18:16,李医生，我很开心我过了，我希望您在那里也能够永远快乐🙏        ,0
抱抱尹,7047669955,2,2020/4/28 8:38,李医生，我现在很紧张，因为马上要出导游成绩了，我很害怕，我想在您这里，我能平静下来，希望世界依旧美好🙏        ,0
暴富优秀,5575045408,0,2020/12/30 14:10,新年快乐！也不知道报警的同学良心不会痛么        ,0
北漭2020,7340515368,2,2020/12/31 23:52,在武汉读书的女儿其实向我转达了这哨音，但在可防可控之下，竟放松了警惕，放弃了开车接女儿回家的打算，让女儿在那个冬月坐了一个多小时地铁去火车站坐车回家。她只是幸运了让我免受了更深的自责。        ,0
北笙南鸢的光,7065692720,1,2月6日 19:00,来看看你啊李医生[心][心]        ,0
北笙南鸢的光,7065692720,1,2020/5/28 11:32,下午要考试了，加油        ,0
苯丙氨酸羟化酶,5973647361,2,2020/5/13 20:08,让我导师收了我吧！！我是个好孩子，不想二战了[二哈][二哈][二哈]        ,1
比基尼海滩土著,6550908304,4,2020/9/18 8:27,李医生早，我现在大三了，很迷茫啊，这几年过的真是糊涂，希望以后的日子顺顺利利，可以和你一样做一个对社会有贡献的人。        ,1
比奇堡的Scarlett,6575749134,3,2020/3/24 2:55,李医生，今天写了舆论学的作业。又一次了解您与肺炎疫情事件的全过程……一直很佩服您[失望]如果有来生，祝李医生开心健康[泪]        ,1
毕汝杰,1338795862,2,2020/12/21 22:08,冬至快乐，我要流着泪看国企北投集团停水停电，我们800个学员要怎么办啊？我真的好想和你一起去吃小吃，一起远离这个可悲可笑的世界[泪][泪][泪][泪]        ,0
毕汝杰,1338795862,2,2020/12/21 22:06,老李，今年曾为你偷偷流过泪，北京在5月就控制了疫情，本来以为我负责的校区，会在国企北京商业投资集团的关照下挺过去。想不到他们照收租金、物业费，总共92万，东借西凑还上了，想不到竟然以会计算错账为理由，让我们再付6万多块。周三他们就准备要停水停电了，我该咋办呀。[泪][泪][泪][泪][泪][泪]        ,0
变色眼镜,1862182773,4,2020/3/25 9:09,李医生，你的离去唤醒了很多人，但仍有执迷不悟者，比如给方写信的16岁的高中生、扬言起诉美国的某律师、外交部战狼等。突然感到，二次文革借此次疫情，轰然而来，方方所忧虑的极左思潮，正在露出獠牙......        ,0
别吃啦ohh蒋蒋,1268772340,0,2020/8/27 22:24,大家都做什么工作的        ,1
别吃啦ohh蒋蒋,1268772340,0,2020/8/17 8:58,早        ,1
别吃啦ohh蒋蒋,1268772340,11,2020/8/13 0:26,听说你的微博变成了树洞 迷茫了 我也是学医的 护士 就感觉现在学医的都好难 不再是单纯的救死扶伤        ,1
冰矿石,2133352452,0,2020/10/14 15:00,生日快乐，很多文章都404了        ,0
冰稀饭大师,3268874202,8,2020/9/8 14:58,我回到武汉大学了 要是你也可以回来就好了        ,0
冰映月_,6303380106,2,2020/4/2 19:31,我在听新闻联播，听到了你的名字，“首批烈士”，真的不想通过这种方式认识英雄的名字 春天真的来了，今天的阳光依旧很暖，不知道你那里天气好吗        ,0
冰映月_,6303380106,7,2020/3/27 21:50,今天看了一个视频，是武汉解封后的景象，像被按下暂停键之后又重新开启了一样，你在那里应该已经看到了吧。我们这里高三的开学日期算是确定了，今年可能对很多人来说是忙碌的一年，甚至可能今年转变了人生轨迹，但还是要向前走。我之前说等疫情过后中国才真正迎来新年，新年来了，你们却走了        ,0
冰映月_,6303380106,24,2020/3/25 20:18,今天又来看你的微博啦，不到三个月就要高考了，压力挺大，说实话挺害怕的，唉，也不知道你在那边怎么样呀，今天我这里起了风，挺大的，你在那边记得天冷加衣哦，不知道你会不会偶遇我爸爸呢，我快记不清他长什么样子了，真的很想他。哦对了，武汉现在正在一点点恢复以往的繁华，以后我一定要去看樱花        ,0
波格鼠勇士,5143414527,2,2020/7/18 12:14,李老师        ,0
波妞_Bonny,5518968061,2,2020/9/18 8:27,李医生，我明天就要面试了。好希望自己的努力可以有收获，成功通过面试。然后和男朋友结婚，有一个健康的小宝宝。祝我好运好吗？天气转凉，多穿点衣服哦。加油(ง •̀_•́)ง        ,0
波妞_Bonny,5518968061,1,2020/8/31 23:01,李医生，我进面了。可是是第二名。压力好大。头好痛，但是睡不着。不知道愿意，脑袋疼。        ,0
波妞_Bonny,5518968061,1,2020/8/22 23:43,李医生，今天估分后情况不好。估计没戏了。好难哦。已经四年了。        ,0
波妞_Bonny,5518968061,5,2020/8/21 23:50,李医生，明天要考试了，在床上翻来覆去睡不着。胡思乱想，压力好大，感觉自己还有好多没有掌握的知识。怎么办？如果我可以像你一样有发现问题，判断问题这样专业的能力就好了。加油(ง •̀_•́)ง 明天记得告诉我正确答案哦。晚安。        ,0
波妞_Bonny,5518968061,1,2020/8/21 0:54,李医生，我已经联系连续奋战下一星期了。坐太久腰好疼。明天就要考试了。好想考上。我们都好好的，好不好。        ,0
波妞_Bonny,5518968061,2,2020/8/20 13:58,李医生，优秀。不用别的证明，你就是最优秀的。我也好想自己变优秀，继续努力想，考试面试都加油。你也要好好的哦。        ,0
啵子哥肖哥啊,5863212403,1,7月9日 12:18,祝我上本科吧        ,1
不存在的奶油,6252296100,4,2020/12/30 19:06,如果世界上有轮回 祝您这辈子健康平安快乐学有所成一帆风顺        ,0
不戒大师的女婿,6431020574,1,7月7日 08:55,兄弟，上午好        ,0
不戒大师的女婿,6431020574,7,6月25日 16:57,高考放榜了，会有孩子们应你而感召去学医吗？        ,0
不戒大师的女婿,6431020574,3,6月22日 09:43,兄弟，下雨了        ,0
不戒大师的女婿,6431020574,2,6月20日 11:57,兄弟，父亲节安康        ,0
不戒大师的女婿,6431020574,0,6月10日 12:20,兄弟，中午好        ,0
不戒大师的女婿,6431020574,1,6月7日 16:36,兄弟，下午好        ,0
不戒大师的女婿,6431020574,0,6月5日 12:49,兄弟，中午好。        ,0
不戒大师的女婿,6431020574,0,6月1日 11:48,兄弟，节日快乐哈        ,0
不戒大师的女婿,6431020574,2,5月23日 12:33,兄弟，中午好        ,0
不戒大师的女婿,6431020574,2,5月17日 21:49,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,5月15日 18:23,兄弟，下午好        ,0
不戒大师的女婿,6431020574,1,5月13日 22:57,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,5月10日 12:52,兄弟，中午好。        ,0
不戒大师的女婿,6431020574,1,5月2日 14:49,兄弟，下午好        ,0
不戒大师的女婿,6431020574,0,5月1日 08:38,兄弟，五一好        ,0
不戒大师的女婿,6431020574,0,4月30日 20:24,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,0,4月26日 18:58,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,4月25日 19:29,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,4月24日 12:00,兄弟，周末愉快        ,0
不戒大师的女婿,6431020574,0,4月22日 23:01,兄弟，晚安        ,0
不戒大师的女婿,6431020574,2,4月21日 21:10,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,0,4月16日 21:10,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,4月15日 08:51,兄弟，上午好        ,0
不戒大师的女婿,6431020574,3,4月11日 22:26,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,4月8日 20:48,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,1,4月5日 15:02,兄弟，下午好        ,0
不戒大师的女婿,6431020574,1,3月30日 21:03,兄弟，晚上好。又是清明时节雨纷纷，家里亲人欲断魂。有机会一定去看看你啊？！        ,0
不戒大师的女婿,6431020574,0,3月28日 21:38,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,2,3月19日 22:38,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,0,3月10日 14:44,兄弟，下午好        ,0
不戒大师的女婿,6431020574,1,3月2日 00:25,兄弟，晚上好        ,0
不戒大师的女婿,6431020574,5,2020/6/13 22:09,恭喜恭喜🎉🎉🎉🍾️        ,0
不可方物27,5850621281,0,6月18日 01:23,李学长晚安啦        ,0
不是低近近,5881198182,0,4月4日 19:39,又打了个冰淇淋吃&nbsp;&nbsp;我已经比去年体检重十四斤了呜呜呜 高考之后再减肥吧 到时候天天来打卡        ,0
不想当机械师的吕先生,5402080176,5,7月21日 19:26,大亮，我好累，也好烦…孩子小升初，找了学校还要去找房子。南京出现疫情，坐火车要核酸检测…核酸检测人超多，一时半时还做不了。我是在南京通勤上班的        ,0
不想当机械师的吕先生,5402080176,6,6月28日 18:22,大亮没啥事，来看看你…夏天了…你儿子应该开始淘气了吧…孩子小的时候，父亲就是他眼里的神。孩子慢慢大了…这个神越来越没法力了        ,0
不想当机械师的吕先生,5402080176,2,6月13日 11:22,好久没来了，好累啊…工作压力太大了，孩子小升初…各种茫然…大亮你还好吗？        ,0
不想当机械师的吕先生,5402080176,6,5月22日 16:21,大亮，今天有两位无双国士离开我们了，一位是袁隆平老先生。一位是你们医学界泰斗吴孟超老先生…悲痛的一天。        ,0
不想当机械师的吕先生,5402080176,6,5月15日 09:57,大亮，这几天安徽六安和合肥确诊了10例。我上班很不开心，昨天有个小领导坐车，看到车厢内显显示器显示的温度不对，打电话给我们单位了，折腾我到夜里1点才睡觉。我工作时真的很细心了，这个内显显示，只有车快到站时候才播报一遍。根本很难发现。真倒霉。        ,0
不想当机械师的吕先生,5402080176,19,5月7日 09:13,大亮，现在又出来一个有良知的医生，叫张煜，挑战卫健委呢，保佑他吧        ,0
不想当机械师的吕先生,5402080176,2,4月14日 20:06,大亮，每次工作不顺心的时候就想来你这里发个牢骚。为啥现在物质上富裕了，人的幸福感没以前高了呢？        ,0
不想当机械师的吕先生,5402080176,0,4月1日 17:24,大亮，清明时节雨纷纷…还真是这咋啊…古人太厉害了        ,0
不想当机械师的吕先生,5402080176,4,3月26日 19:46,大亮，心情不好，工作啥时候能顺心顺意啊…我们单位领导太苛刻了。        ,0
不想当机械师的吕先生,5402080176,2,2月12日 21:14,大亮，新年好        ,0
不想当机械师的吕先生,5402080176,8,1月18日 05:19,大亮，今天在知乎上看见了一篇文章，《苏联最强的时候强大到什么程度》里边有句话非常好，和你分享一下。         ,0
不想当机械师的吕先生,5402080176,13,1月6日 21:48,大亮，好久没来你这里了，你在天堂还好吗？石家庄突然一下出现了几十个病例。我被莫明其妙的调动了，短期来看是好的，长期来看对我不好。今天想了好多，43岁的人了，今天哭了。        ,0
不想当机械师的吕先生,5402080176,3,2020/11/15 20:27,大亮，好久没来这边了…上班上的好烦…很厌恶单位那些人…        ,0
不想当机械师的吕先生,5402080176,1,2020/10/6 5:01,大亮，早…又出乘了。保佑我平安哦        ,0
不想当机械师的吕先生,5402080176,0,2020/8/29 19:57,大亮，今天心情不好。不知道为啥。心里憋的慌        ,0
不想当机械师的吕先生,5402080176,4,2020/7/21 7:23,大亮，早！        ,0
不想当机械师的吕先生,5402080176,13,2020/6/12 16:08,大亮，弄璋之喜…恭喜恭喜！今儿退乘，我帮你喝两口，庆祝一下        ,0
不想当机械师的吕先生,5402080176,0,2020/5/4 19:41,大亮，我今天有点发烧…估计是着凉了，怪我自己没注意。        ,0
不想当机械师的吕先生,5402080176,2,2020/4/26 23:12,李医生，今天值乘了一天专列…累死了…不过，有被指挥部表扬[嘻嘻]        ,0
不想当机械师的吕先生,5402080176,4,2020/4/22 11:55,大亮，突然间，我们这管控又严了…        ,0
不想当机械师的吕先生,5402080176,5,2020/4/17 18:49,哈喽，去接班了，明天出车，白加黑，19号接着夜班…[泪]        ,0
不想当机械师的吕先生,5402080176,0,2020/4/14 4:44,又出乘了…大亮。希望今天平安下班。保佑我哦        ,0
不想当机械师的吕先生,5402080176,1,2020/4/13 6:13,大亮，我又出乘了…4点起来了…好困啊…        ,0
不想当机械师的吕先生,5402080176,17,2020/4/10 16:09,为什么现在小人得志的越来越多？        ,0
不想当机械师的吕先生,5402080176,0,2020/4/8 5:54,早，李医生。好困啊，3点10分就起来搬砖了…好困啊…        ,0
不想当机械师的吕先生,5402080176,4,2020/4/7 16:15,嗨，李医生，我好几天没来了。今天在跑车，联调联试呢。车上大大小小八十多个各级领导。单位让我跑以前的检测车，待遇提高了。我也同意去了。但是，有个同事也想去，打电话给我，让我让他。我当时不好意思拒绝，就同意。其实我也想去跑那个车。唉，有时候我就说不会拒绝别人。        ,0
不想当机械师的吕先生,5402080176,0,2020/4/3 3:48,早啊，我都搬了2小时砖了…一会开车喽。我在编一个我们作业的顺口溜，编好了给你看哟。        ,0
不想当机械师的吕先生,5402080176,14,2020/4/1 8:51,嗨…李医生。我又去接班啦…晚上6点开车，早上6点30就起来了，坐车去单位。真不想跑车，我妈得了耳石症。希望她快点好起来，毕竟年龄那么大了，很担心。也希望我的工作能越来越顺利。…来你微博的人越来越少了。不过没关系，你这就是我的树洞。        ,0
不想当机械师的吕先生,5402080176,9,2020/3/29 4:47,早，李医生，昨天晚上11点30退勤的，今早2点30起来的……我不想跑车了，但是不跑车的话，不知道干嘛。地勤好的岗位都需要关系硬。家和单位不在一个城市，如果长时间白班，那每周才能回一次家，孩子马上6年级了。这样没办法顾家。现在只能硬撑。快撑不住了。        ,0
不想当机械师的吕先生,5402080176,3,2020/3/28 8:28,早啊，李医生。今天我们这超冷超冷，还下着雨。我早上3点12就起床了，出乘，看车…好困啊。        ,0
不想当机械师的吕先生,5402080176,5,2020/3/27 18:58,李医生，我又去接班了。心情好差，你能体会到和你有私仇，你最讨厌的人做你顶头上司的感觉吗？        ,0
不想当机械师的吕先生,5402080176,3,2020/3/23 4:49,李医生，早啊。昨天晚上12点多下班的，现在又要开始工作了。希望今天一切顺利…        ,0
不想当机械师的吕先生,5402080176,2,2020/3/22 17:06,李医生，刚才工作上遇到点事，希望平平安安的。工作压力好大…[泪]        ,0
不想当机械师的吕先生,5402080176,12,2020/3/16 8:01,我还有想不通的是，这次国家表彰医护人员名单里，为什么没有让党员领导干部的先上的张医生。而有北京那个王医生…        ,0
不想当机械师的吕先生,5402080176,7,2020/3/16 7:59,疫情期间我们工作照旧，车依然在开。只是领导不来找麻烦了…基本上见不到领导上车来检查。现在疫情快结束了，领导疯狂的出来找我们一线工人麻烦。说实话，我爱这个国家，这个党，但是我讨厌这些当官的…不作为，没担当，出事就拿底层的挡枪。        ,0
不想当机械师的吕先生,5402080176,0,2020/3/16 7:54,李医生，疫情快结束了。我是一名机械师。1月15 16 17三天连续跑的合肥到汉口。每天去汉口三次，每次逗留30分钟，完全零防护。18号早上回家的，20号早上感觉浑身无力，躺哪都不想动，低烧38℃左右…直到23号，轻微咳嗽。去定点医院检查了，没事。当时真的怕了，怕传染老婆孩子。即使检查完了也不安心…        ,0
不想鹿鹿鱼鱼,5567272424,0,4月13日 09:02,早啊李医生        ,0
不想鹿鹿鱼鱼,5567272424,3,2020/9/29 23:26,李医生，最近好难啊身边的每个人都在欺负我，考研的压力也很大，每天都是一个人在硬撑着，也不想让爸妈知道跟着受委屈，啊真的好难！        ,0
不咬人的钢牙,6836895166,3,2020/3/25 1:03,失眠了        ,1
不咬人的钢牙,6836895166,3,2020/3/20 20:29,今日春分        ,1
不咬人的钢牙,6836895166,1,2020/3/17 8:36,早起上网课啦啦啦早安李医生        ,1
不咬人的钢牙,6836895166,2,2020/3/16 19:42,李医生，谢谢你，一路走好[泪]        ,1
布莱克温德,2635409177,4,2020/4/4 12:30,亮子，今日清明，我来看看你。拯救地球不容易。清除阳间魑魅魍魉，带上我故去的家人。        ,0
布莱克温德,2635409177,2,2020/3/31 10:43,亮子，上午好！        ,0
布莱克温德,2635409177,8,2020/3/27 21:39,嗨！亮子，今天下午三点半，我直播了《学校开学疫情防控》培训，受众8000余人哩！        ,0
布莱克温德,2635409177,7,2020/3/25 8:26,亮子，早上好。看到西方新冠肺炎闹成一锅粥，才知道，吹哨人多么重要，听到哨声多么重要，可是我听到的有点晚。        ,0
布莱克温德,2635409177,3,2020/3/24 15:35,亮子，昨天晚上，我把妻子从新郑机场接回家里，居家隔离，我搬到别处去了，还得14天，她去香港带孩子，滞留至今。        ,0
布莱克温德,2635409177,3,2020/3/22 17:32,下午好，李医生！        ,0
布莱克温德,2635409177,1,2020/3/22 8:45,早上好，亮子。告诉你一个消息：特朗普说他建议美国人不要总是丢掉口罩，可以消毒重复利用。他说：“我们有很好的消毒水可以这样做。”你琢磨琢磨        ,0
布莱克温德,2635409177,3,2020/3/21 11:41,明白 你违法了！ ？ 制裁！ ！？ 明白吗？ 明白了。        ,0
布莱克温德,2635409177,0,2020/3/21 11:24,怀念李医生的场所，请不要拉帮结伙，保持清静，谢绝政治好吗？谢谢你。        ,0
布莱克温德,2635409177,2,2020/3/21 9:25,你跑远了，现今中国是最有希望的，尽管还不完美。但不能乱。        ,0
布莱克温德,2635409177,2,2020/3/21 8:56,亮子，早上好。一大早，我就去侍弄我的小院子，这个小院子可不简单，小区封闭管理期间，青菜甚至名叫婆婆纳的野菜，帮我我度过灰暗时刻。我得对得起它。        ,0
布莱克温德,2635409177,3,2020/3/20 20:24,亮子，少陪了，超市快下班了，我得买点花生米，干喝玉米糊糊没劲，明儿见！        ,0
布莱克温德,2635409177,2,2020/3/20 19:33,训诫书你可以撤，但是，你很难送达。        ,0
布莱克温德,2635409177,3,2020/3/20 18:49,我们想依法为您塑像，法哪？        ,0
布莱克温德,2635409177,15,2020/3/20 18:38,听说在这可以找到你，特地申请了个微博，五十多岁啦，想活明白啊，谢谢您还在！        ,0
布莱克温德,2635409177,5,2020/3/20 18:33,看看李医生的微博，怎么找，也没有找到谣言，句句实话，句句有根据。        ,0
布鲁波路123,2966719704,6,2020/6/2 13:46,好想哭，评论太催泪了[泪][泪]我今天在写毛概论文，要写关于医生抗击疫情，写着写着写到你和刘智明我眼泪就流下来了[泪]我眼睛里进砖头了        ,1
步步入眠,5497751668,2,2020/9/8 21:21,我是一名医学生，我来看看您，还好吗？        ,1
才無才,3749513784,3,2020/12/31 14:46,您知道吗？您被我们多次写进了作文。疫情期间的高考是心惊胆战的，是紧张的，不过幸好，我还是如愿以偿的考上了心仪的大学。谢谢你们的付出，让我们今天才得以踏进学校，踏进社会，踏进我们大一学生新生后的世界。[泪][爱你]        ,1
才無才,3749513784,4,2020/12/31 14:42,李医生您好，2021要到了，您在那边要照顾好自己，多穿衣服，小心着凉。没有哪个冬天是不会过去的，春天马上就到来啦。疫情也控制的比那个时候好啦，就是不知道过年回家后会不会进行下一轮传播呢？这个谁也说不准。不过我新年最大的愿望，就是国泰民安。您是英雄，我们不会忘记您的！        ,0
残月何时照长安,7464615759,2,2020/9/12 22:54,好好照顾自己[泪]        ,1
残月何时照长安,7464615759,4,2020/9/12 22:53,李医生我今年秋天要上大学了，虽然没能学医，但读研一定要学医，像您一样为国出份力！！！        ,1
苍木杨牛,1791398322,7,6月11日 08:50,李老师，幸好你没看到接下去这个越来越黑暗的世界        ,0
沧海一舟6468949632,6468949632,2,2020/7/17 21:33,李大夫晚安，祝愿老婆明天执业医师操作考试顺利        ,0
曹小厨cc,3932694144,0,2020/8/20 10:35,今天开始教师培训了，马上就要秋季开学了        ,0
草浪衬云浮,2311205803,0,2020/11/19 10:17,李医生，中午好！最近纠结于孩子高中升学的问题，心情焦虑！不该如何在她年轻的人生路上提供合理合适的建议！        ,0
草木西西,1746390181,6,2020/12/30 17:35,新年快乐～还记得入学面试的时候老师问，你认为疫情期间政府部门的应急响应还有哪些可以提高的地方？我说，希望可以提高预警信息的处理能力，如果能够把李文亮医生的提醒作为重要信息去分析，那后期不会造成更大资源的浪费。谢谢您的付出[作揖]        ,1
查干走起来,6147102254,1,2020/12/6 17:53,来看看        ,0
查干走起来,6147102254,2,2020/6/19 22:59,谢谢        ,0
查干走起来,6147102254,4,2020/6/13 21:59,恭喜老李恭喜恭喜🎉🎈🍾️🎊🎉🎈        ,0
查干走起来,6147102254,1,2020/6/4 12:34,午安。        ,0
查干走起来,6147102254,3,2020/4/5 22:47,老李，我们谈论的话题都是孩子上学的问题，国外疫情的问题，但是我们依然没忘记你开出的血路。老李，这么晚了，我们要去休息了，晚安，明天会更好。        ,0
