序号,用户,id,点赞,时间,内容,label2
335,奔跑的卢西奥,2395278487,0,5月30日 23:38,晚安了，李医生，希望明天大家做什么都顺利        ,
336,奔跑的卢西奥,2395278487,0,5月24日 21:18,李医生，明天我要去面试财务主管了，是自己从来没有接触过的，也不知道行不行。最坏的结果就是不行，接着做小会计，想想也就没那么大压力了[允悲]，没敢跟我老婆说，就跟你说说吧        ,
337,奔跑的卢西奥,2395278487,0,5月24日 07:59,五月的最后一周了，希望大家都顺利吧！        ,
338,奔跑的卢西奥,2395278487,4,5月22日 11:43,李医生，希望您保佑袁隆平爷爷身体健康        ,
339,奔跑的卢西奥,2395278487,4,5月21日 09:31,李医生，忽然觉得大家都好像在追赶什么，每天都是那么急急忙忙的，好想停下来歇会儿，一个人安静一下        ,
340,奔跑的卢西奥,2395278487,0,5月18日 06:49,新的一天开始了，李医生        ,
341,奔跑的卢西奥,2395278487,0,5月17日 11:12,李医生，又是周一了，时间过得太快了        ,
342,奔跑的卢西奥,2395278487,1,5月10日 08:11,李医生，最近一上班就浑身难受，是不是换个工作就好了        ,
343,奔跑的卢西奥,2395278487,0,5月8日 11:18,李医生，最近心好累，每天都没有精神，心里总是心慌，不知道当初自己选的做会计是不是错了，祝我一切顺利吧        ,
344,奔跑的卢西奥,2395278487,1,5月7日 15:08,希望以后能顺利吧，最近真是太累了        ,
345,奔跑的卢西奥,2395278487,0,5月6日 19:29,李医生，现在好迷茫，对工作不满意，对自己不满意，不知道自己该做些啥        ,
346,奔跑的卢西奥,2395278487,1,4月30日 10:11,李医生，现在的节奏太快了，好像找个清净的地方，安静的待会儿，啥也不想        ,
347,奔跑的卢西奥,2395278487,2,4月1日 06:40,4月了，早上好，李医生        ,
348,奔跑的卢西奥,2395278487,0,3月21日 17:33,李医生，忽然觉得自己好弱啊        ,
349,奔跑的卢西奥,2395278487,0,3月21日 12:03,李医生，今天中午我吃了安徽正宗牛肉板面，味道不错，今天天气也很好，就是风大，你那里也会有风沙么        ,
350,奔跑的卢西奥,2395278487,2,3月18日 19:33,李医生，我越来越讨厌同一间办公室的人，讨厌他们的处事，说话和自作聪明，让我从心底里厌恶        ,
351,奔跑的卢西奥,2395278487,0,3月3日 08:49,李医生，保佑我一切顺利吧！        ,
352,奔跑的卢西奥,2395278487,0,2月26日 07:14,元宵节快乐！李医生        ,
353,春天杰作,2404080917,2,8月8日 22:12,台风走了，带走几百生命。奥运结束了，成绩非常不错。疫情有所反弹，人们依然对不同声音喊打喊杀。最近这些事告诉你一声。        ,
354,夏瑾流苑,2454053792,0,7月15日 22:14,明天考科目二，考过了给您报喜，望您保佑。想念您也谢谢您        ,
355,又见丁启皓,2575187657,0,8月9日 13:40,昨天第三次核酸检测        ,
356,又见丁启皓,2575187657,0,8月9日 13:40,李老师，你在天上可以看到嘛        ,
357,又见丁启皓,2575187657,0,2月11日 21:37,李医生，春节快乐。新的一年你能看到吗        ,
358,同学你狗粮掉了,2582824217,2,7月31日 11:42,李医生 这个世界还会再好起来么？和疫情前的世界一样 和我学生时代的世界一样        ,
359,橙子酱a_,2600962393,1,7月22日 01:30,护士考编招两个，今晚面试成绩出来了，自己第三名[泪]        ,
360,安居乡下诸侯,2622561835,6,8月10日 17:42,老李，最近工作不顺，换了个喜欢玩权术搞内斗的领导，大老板又学体制内，折腾一出整风运动，被频繁找麻烦，想着自个儿业绩做的好，靠本事吃饭，平时与人为善，为何还如此窘境，但想到你当时肯定比我更难，也就释然了。        ,
361,安居乡下诸侯,2622561835,0,7月13日 08:52,最近事情颇多，来的少了，李医生，祝好。        ,
362,安居乡下诸侯,2622561835,0,2月18日 11:30,开工第一天，过来看看你。        ,
363,柔情不蜜意,2637230797,2,8月17日 18:47,老李，晚上好，我工作一天没吃饭，回家才吃的饭。        ,
364,柔情不蜜意,2637230797,1,8月16日 20:14,晚安老李。有些事情有些人天生作，总无形给别人添麻烦。听说大连明天还有大雨。一场秋雨一场凉。我跟你说老李～大家都很想念你。祝福你的家人健康平安        ,
365,柔情不蜜意,2637230797,0,8月13日 21:58,老李，周末愉快啊。        ,
366,柔情不蜜意,2637230797,3,8月10日 07:13,早安老李。你说，我也经常安慰树洞里的陌生人。希望我微弱的光可以照亮有需要的人        ,
367,柔情不蜜意,2637230797,0,8月9日 23:02,晚安老李        ,
368,柔情不蜜意,2637230797,0,8月7日 06:45,早安老李，疫情又反复了，本来想去武汉打卡，吃个热干面，然后看看樱花。又不可以了。这次是变异病毒。。。口罩依然戴着，不知道啥时候好        ,
369,柔情不蜜意,2637230797,0,8月2日 07:21,早安老李        ,
370,柔情不蜜意,2637230797,3,7月31日 07:25,早老李。今天是我跟上海一个姑娘，同年同月同日生。祝我们生日快乐。也愿你的家人，健康平安。        ,
371,柔情不蜜意,2637230797,0,7月28日 10:13,早安老李        ,
372,柔情不蜜意,2637230797,0,7月26日 05:55,早安老李        ,
373,柔情不蜜意,2637230797,0,7月25日 23:31,晚安老李        ,
374,柔情不蜜意,2637230797,0,7月25日 06:02,早安老李        ,
375,柔情不蜜意,2637230797,0,7月24日 07:43,早安老李，今天看日出去了，在肯德基点了杯冰美式，等待9点上课        ,
376,柔情不蜜意,2637230797,1,7月23日 05:22,早安老李        ,
377,柔情不蜜意,2637230797,0,7月22日 06:34,早安老李        ,
378,柔情不蜜意,2637230797,0,7月21日 23:58,晚安，老李，        ,
379,柔情不蜜意,2637230797,2,7月21日 05:39,早安老李。        ,
380,柔情不蜜意,2637230797,0,7月20日 06:28,早安老李。这个社会嘤嘤扰扰太多，很烦        ,
381,柔情不蜜意,2637230797,0,7月19日 05:42,早安老李。        ,
382,柔情不蜜意,2637230797,0,7月17日 09:38,早安老李，大连雾天        ,
383,柔情不蜜意,2637230797,2,7月17日 00:21,晚安，老李        ,
384,柔情不蜜意,2637230797,1,7月16日 12:08,午安老李        ,
385,柔情不蜜意,2637230797,0,7月16日 00:09,晚安老李        ,
386,柔情不蜜意,2637230797,4,7月11日 07:27,还没去看中国医生。听说片段没有你。不过没关系。电影嚒！浓缩的时间。我们心里有你。希望你的家人健康平安        ,
387,柔情不蜜意,2637230797,0,7月11日 07:26,早安老李，大连今天暴雨。        ,
388,柔情不蜜意,2637230797,2,7月9日 06:38,早安老李，今年大家的夏天基本复制南方的天气，最近看了，革命者，1921，还有觉醒年代，我个人觉得，你会喜欢看        ,
389,柔情不蜜意,2637230797,0,7月7日 23:02,晚安老李        ,
390,柔情不蜜意,2637230797,0,7月7日 06:39,早安老李，祝你家人健康平安        ,
391,柔情不蜜意,2637230797,0,7月6日 22:50,好久没来看你了，希望你的家人健康平安        ,
392,柔情不蜜意,2637230797,1,6月14日 06:03,早安老李。庆余年2开拍了。祝福你家人健康平安        ,
393,柔情不蜜意,2637230797,1,6月6日 05:57,早安老李。我今天加班。        ,
394,柔情不蜜意,2637230797,0,5月30日 15:35,午安。老李。有个小同事下周辞职了，今天给她送别。        ,
395,柔情不蜜意,2637230797,4,5月22日 21:42,那天你走的时候，我上班路上哭了一个小时，眼泪忍不住往下流。今天两个院士驾鹤西去。心里难受般的如昨日重现。他们也去你的世界了。祝福你的家人健康平安        ,
396,柔情不蜜意,2637230797,1,5月22日 21:41,今天两个院士驾鹤西去了，老李。        ,
397,柔情不蜜意,2637230797,0,5月21日 07:27,早安老李。速9上映了。        ,
398,柔情不蜜意,2637230797,0,5月18日 04:36,早安老李，今天出院了。下午陪我妈扎新冠疫苗，明天上班，周六上课。上周二住的院，一切都像做梦一样。        ,
399,柔情不蜜意,2637230797,0,5月10日 07:31,早安老李，我是多么敬岗爱业啊，哈哈哈，今天上班，明天开始住院        ,
400,柔情不蜜意,2637230797,0,5月7日 05:36,早安老李。下周二我要住院了。哈哈        ,
401,柔情不蜜意,2637230797,0,5月2日 18:12,五一假期快乐        ,
402,柔情不蜜意,2637230797,0,4月28日 05:38,早安老李        ,
403,柔情不蜜意,2637230797,0,4月27日 21:08,要打新冠疫苗了。老李，可能周四。        ,
404,柔情不蜜意,2637230797,0,4月27日 21:08,老李。刚刚爬坡一个小时，流汗后的感觉挺爽。        ,
405,柔情不蜜意,2637230797,2,4月24日 21:36,老李，我今天去看指环王了。第二部。圆了我青春的梦。那时候指环王上映，我没能力看。可能说了，别人都不相信        ,
406,柔情不蜜意,2637230797,1,4月19日 06:27,早安老李        ,
407,柔情不蜜意,2637230797,6,4月16日 06:57,早安老李。那些你不能发在朋友圈，以及无法和家人诉说的，那些你默不作声却暗自消化的各种情绪，才是你真正的生活。        ,
408,柔情不蜜意,2637230797,0,4月14日 06:24,早安老李。我今天心情不错。特别好。我跟你说。我买了假刘海儿。这样我就省去每个月打理刘海儿的钱了。49一个，还不便宜呢。刘海儿能挡住百分之八十的脸蛋儿呢。哈哈哈哈。昨儿大连风特别大。早晨吹好的自己刘海儿，出门一瞬间就吹成八字型。希望你的家人健康平安        ,
409,柔情不蜜意,2637230797,0,4月13日 07:20,早安老李。大连今天特别冷。人淡如菊是什么样子呢？我在磨练自己。转个形。        ,
410,柔情不蜜意,2637230797,1,4月11日 18:41,老李，明天要上班了        ,
411,柔情不蜜意,2637230797,0,4月9日 07:04,早安老李，早看到朋友圈有朋友发圈，本来想评论加以安慰，编辑完事，删除了。。我觉得还是不安慰也妙，毕竟，人都要自我调适自己。        ,
412,柔情不蜜意,2637230797,0,4月6日 06:19,早安老李。这重感冒留下的痕迹还是咳嗽不咋好。今天没像昨天那么重了。        ,
413,柔情不蜜意,2637230797,2,4月5日 06:19,早安老李。准备上班了。对呀，我没有清明节的假期。昨儿给我老师发微信才发现她昨儿加班。一上班就各种不舒服，最多的就是心里反应吧。好啦，我不要给你负能量，那么丧。周一是否美好因人而异，可我要好好上班啦        ,
414,柔情不蜜意,2637230797,1,4月4日 18:14,[蜡烛][蜡烛]老李。今天大连阴天。[微风][微风]希望你家人健康平安。        ,
415,柔情不蜜意,2637230797,0,4月1日 00:29,晚安老李。重感冒初愈天亮上班        ,
416,柔情不蜜意,2637230797,0,3月29日 03:00,老李，我重感冒了，下半夜了，鼻塞，匆忙给领导发个信息        ,
417,柔情不蜜意,2637230797,1,3月24日 06:55,早安老李，打了4天吊瓶，今儿又上班啦        ,
418,柔情不蜜意,2637230797,0,3月22日 05:24,早安老李，是不是好久没来看你了，最近我也病了，大连的天冻死人了，真的        ,
419,柔情不蜜意,2637230797,1,3月11日 07:10,早安老李。我患一种病，朝令夕改。已经一周了，太懒了～[可爱][可爱]然后改了再跟你说。        ,
420,柔情不蜜意,2637230797,0,3月5日 08:03,早安老李，今天迟到了，现在上厕所。好久没撸铁了，我都肿了        ,
421,柔情不蜜意,2637230797,0,3月4日 05:43,早安老李        ,
422,柔情不蜜意,2637230797,0,2月24日 05:32,早安老李，我要出门上班了。        ,
423,柔情不蜜意,2637230797,0,2月22日 05:48,早安老李        ,
424,柔情不蜜意,2637230797,0,2月21日 06:01,早安老李        ,
425,柔情不蜜意,2637230797,0,2月19日 06:14,早安老李        ,
426,柔情不蜜意,2637230797,0,2月17日 12:08,初六，老李。[爱你][爱你][爱你]        ,
427,柔情不蜜意,2637230797,1,2月15日 18:12,下班了，老李。[可爱]        ,
428,柔情不蜜意,2637230797,0,2月14日 04:21,情人节快乐，老李        ,
429,柔情不蜜意,2637230797,0,2月11日 17:32,过年好，老李，祝福你的家人年年岁岁健康平安        ,
430,猫咪不在家n,2644974420,0,8月3日 21:23,本来暑假想考一个瑜伽教练证的 结果又被疫情耽误了        ,
431,烤肠帝,2645747165,2,7月16日 20:55,李医生，我真的好希望她能考上啊 🙏        ,
432,烤肠帝,2645747165,0,5月4日 23:15,又一年五四了 我还没有女朋友        ,
433,圆梦初心happy,2661974247,0,8月11日 18:18,李医生，我好喜欢他，我好爱他，我深深地暗恋他四五个月了，从见到他的第一面，现在我连发消息给他的身份理由都没有了！这大概是他想要的吧！我要拼命努力像他一样优秀！然后向他表白！只要我还在路上就没什么可以把他从我的心里拔走，这是我的自我救赎，这是我的爱情。你知道吗？zijin        ,
434,圆梦初心happy,2661974247,0,7月21日 00:45,李医生，我一夜之间失去了工作和喜欢的人，还有比这更悲伤的事么？        ,
435,圆梦初心happy,2661974247,0,7月19日 21:31,李医生，由于我的不懂珍惜，错过了一个绝好的做项目锻炼学习还高薪还有技术很好的帅哥带的机会！我不能原谅我自己！我也没控制住喜欢上了他！不知道到底是什么原因&nbsp;&nbsp;成了悲剧！痛定思痛！        ,
436,圆梦初心happy,2661974247,0,7月3日 06:07,我好喜欢他，zijin!要变瘦变美工资技术提升！足够优秀！        ,
437,圆梦初心happy,2661974247,0,4月4日 05:26,又是一年清明时，李医生，安好[蜡烛]        ,
438,圆梦初心happy,2661974247,0,4月4日 05:25,李医生 我昨天看到解童鞋发的朋友圈 他拍了很多阳台上花草，还有新的环境和桌子，最后一张是三个人一起包春卷的背景！终于实锤了，他有对象了，心里特别痛！唉！        ,
439,锦鲤锦鲤瑜,2675361803,0,今天 09:15,医师节快乐[小红花][小红花]        ,
440,锦鲤锦鲤瑜,2675361803,0,今天 09:15,这一次，坚定选择放弃了，悄悄的退出来        ,
441,锦鲤锦鲤瑜,2675361803,0,8月18日 21:59,坏情绪会来的很突然        ,
442,锦鲤锦鲤瑜,2675361803,1,8月18日 15:36,如果主动发起的聊天，感觉到对方的敷衍和不耐烦，那就默默删掉对话框，选择离开        ,
443,锦鲤锦鲤瑜,2675361803,0,8月17日 14:11,今天心慌意乱的，静不下来        ,
444,锦鲤锦鲤瑜,2675361803,0,8月17日 10:57,我翻遍了所有的通讯录，发现没有一个可以无所顾忌随时联系的人，其实我只是想找个人说说话而已，所以，我还是选择了沉默        ,
445,锦鲤锦鲤瑜,2675361803,0,8月17日 00:16,也不知道说啥，心里就是不畅快        ,
446,锦鲤锦鲤瑜,2675361803,1,8月15日 16:50,现在的状态就是不想跟任何人联系，不想麻烦任何人也不想被任何人麻烦        ,
447,锦鲤锦鲤瑜,2675361803,2,8月13日 08:51,每天提醒自己一遍，在办公室少说话        ,
448,锦鲤锦鲤瑜,2675361803,0,8月11日 11:43,其实最近压力很大，内心也很焦虑，可恶的是瞌睡还多        ,
449,锦鲤锦鲤瑜,2675361803,0,8月9日 15:20,最近状态很不好        ,
450,锦鲤锦鲤瑜,2675361803,0,8月7日 13:05,或许这一生也就这样了，或许会孤独终老，或许会孤独但到不了终老        ,
451,锦鲤锦鲤瑜,2675361803,1,8月3日 11:38,今年我主动疏远了很多关系        ,
452,锦鲤锦鲤瑜,2675361803,1,8月2日 08:37,自己对自己失望，自己瞧不起自己        ,
453,锦鲤锦鲤瑜,2675361803,0,7月29日 20:42,我想考完职称考试，就辞职，裸辞，今天突然一瞬意识到了自己的年龄，其实挺悲惨的        ,
454,锦鲤锦鲤瑜,2675361803,1,7月12日 12:01,曾经我想我的人生应该会有很多种可能，反观现在，一塌糊涂        ,
455,锦鲤锦鲤瑜,2675361803,0,7月6日 09:18,心情似乎好不了了        ,
456,锦鲤锦鲤瑜,2675361803,0,7月1日 08:57,早，李医生        ,
457,锦鲤锦鲤瑜,2675361803,0,6月29日 08:08,考试的时间越来越近了，而我最近的情绪状态真的是一塌糊涂，懒惰        ,
458,锦鲤锦鲤瑜,2675361803,1,6月23日 23:37,最近越发意识到自己是个傻子        ,
459,锦鲤锦鲤瑜,2675361803,1,6月21日 09:23,现在对所有事情都失去了热情        ,
460,锦鲤锦鲤瑜,2675361803,1,6月17日 08:36,早        ,
461,锦鲤锦鲤瑜,2675361803,2,6月11日 07:27,彻底放弃了我暗恋了将近三年的那个人，单方面的喜欢太苦了，可能更重要的是自己与那个执拗，死心眼的自己做告别吧        ,
462,锦鲤锦鲤瑜,2675361803,0,6月10日 18:18,其实今天真的很糟糕，针对我专门开了批判会        ,
463,锦鲤锦鲤瑜,2675361803,0,6月10日 08:37,今天可能也是还很糟糕的一天        ,
464,锦鲤锦鲤瑜,2675361803,0,6月7日 08:57,又一波面对所有事情带有负面情绪开始了        ,
465,锦鲤锦鲤瑜,2675361803,0,6月6日 15:19,莫名其妙的又一次开始了坏情绪，或许这一生也就这样了        ,
466,锦鲤锦鲤瑜,2675361803,2,6月4日 10:28,最近好累啊，想从一个坑里出来，没想到还没出来又踏进另一个坑        ,
467,锦鲤锦鲤瑜,2675361803,0,5月25日 15:50,今天去了新的办公地点，瞬间想辞职了        ,
468,锦鲤锦鲤瑜,2675361803,1,5月20日 00:30,很长一段时间了，自己在慢慢调整自己的情绪        ,
469,锦鲤锦鲤瑜,2675361803,0,5月15日 22:02,每次给妹妹打电话，我都会控制不住情绪哭        ,
470,锦鲤锦鲤瑜,2675361803,0,5月15日 22:01,明天去打第一针疫苗        ,
471,锦鲤锦鲤瑜,2675361803,2,5月6日 16:57,也不是三十多岁了不找对象，不想找对象，而是没有人会喜欢一个怪脾气的人，即使你是多好的人        ,
472,锦鲤锦鲤瑜,2675361803,1,5月6日 16:54,脾气越来越暴躁，静不下来，这种糟糕的状态持续了很久，怎么都调节不好        ,
473,锦鲤锦鲤瑜,2675361803,0,4月28日 15:55,其实我也不知道我在留恋什么        ,
474,锦鲤锦鲤瑜,2675361803,1,4月25日 21:24,害怕打针，每天输液6个多小时，加的药再疼都能忍着，去买饭的时候手里拿着外套打着伞，付款时大姐看到手上贴着胶布，说外面下雨这么冷，你生病着应该把外套穿上，眼泪夺眶而出，回来情绪就控制不住了        ,
475,锦鲤锦鲤瑜,2675361803,2,4月24日 21:06,当自己大晚上打完六个多小时的点滴，提着药，撑着伞走在回去的路上时，突然觉得自己那些狗屁的单方面的喜欢对方已经不重要了        ,
476,锦鲤锦鲤瑜,2675361803,2,4月23日 21:21,输液输到手冰冷发麻，回来坐着坐着就哭了        ,
477,锦鲤锦鲤瑜,2675361803,0,4月19日 20:02,我不知道自己应该怎么选择，现在的公司也不咋样，迟早要走，新找的和现在的工资没多大变化，单休，可能内容不一样，环境不一样，可我不知道我能不能在一个新的环境里有一个新的状态，现在的状态很差，自己内心的迷茫和焦虑，始终看不清楚要怎么样，有点破罐子破摔，温水里的青蛙的感觉        ,
478,锦鲤锦鲤瑜,2675361803,0,4月18日 23:46,好像不再那么喜欢你了yt，看看自己一地鸡毛的生活状态，总有一天我会彻底放弃喜欢你        ,
479,锦鲤锦鲤瑜,2675361803,0,4月16日 19:13,我想找个人说说话，可是好难        ,
480,锦鲤锦鲤瑜,2675361803,0,4月16日 16:07,不知道要怎么选择，我很讨厌自己犹豫不决的样子        ,
481,锦鲤锦鲤瑜,2675361803,1,4月14日 22:04,不知怎么就情绪崩溃了        ,
482,锦鲤锦鲤瑜,2675361803,0,4月14日 21:11,我好像又缓不过来了， 这一次似乎更加严重，又开始像以前一样 ，暴躁 、失眠 、焦虑、 懒惰 、压抑，瞬间情绪低落，莫名哭，不想联系任何人，那段难熬的日子 又回来了        ,
483,锦鲤锦鲤瑜,2675361803,4,4月11日 22:31,没意思 没什么意思 就是突然觉得什么都没意思        ,
484,锦鲤锦鲤瑜,2675361803,2,4月11日 21:40,站在雾里，看不到方向，丧失了表达欲        ,
485,锦鲤锦鲤瑜,2675361803,0,4月6日 23:59,感觉日子好难啊，记不清这是在夜里第几次的情绪崩溃，我怕自己坚持不下去了        ,
486,锦鲤锦鲤瑜,2675361803,0,4月6日 23:41,我现在脾气越来越不好了，易怒易暴躁，似乎没用什么事情能让自己平静下来        ,
487,锦鲤锦鲤瑜,2675361803,0,4月5日 20:37,自己一直都欠自己一个开始        ,
488,锦鲤锦鲤瑜,2675361803,0,4月3日 21:46,扁桃体发炎+耳朵疼+胃疼……        ,
489,锦鲤锦鲤瑜,2675361803,2,3月31日 08:48,日子好艰难啊，我知道所有的事情我必须自己想通，无人能帮也无人可帮        ,
490,锦鲤锦鲤瑜,2675361803,1,3月30日 18:27,心情好压抑啊，工作上面对的人，事，磨灭了我所有的对这个世界的热情        ,
491,锦鲤锦鲤瑜,2675361803,0,3月29日 12:00,对工作的厌恶情绪越来越严重，心里很烦躁，平静不下来        ,
492,锦鲤锦鲤瑜,2675361803,0,3月25日 22:19,似乎人生是无望的        ,
493,锦鲤锦鲤瑜,2675361803,0,3月25日 08:35,整个背部疼        ,
494,锦鲤锦鲤瑜,2675361803,0,3月24日 20:48,这么多年碌碌无为        ,
495,锦鲤锦鲤瑜,2675361803,2,3月20日 22:35,其实很多时候，不是我沉默不说话，只是无人可说，似乎自己消化更踏实，安全        ,
496,锦鲤锦鲤瑜,2675361803,2,3月20日 16:34,其实也没什么，就是会时常性的心情不好        ,
497,锦鲤锦鲤瑜,2675361803,0,3月20日 11:40,刚去面试了，公司其实还不错，可能自己唯一不足的的是适婚年龄未婚，希望有好的结果吧        ,
498,锦鲤锦鲤瑜,2675361803,0,3月18日 23:27,希望我能调整好自己的状态，晚安啊        ,
499,锦鲤锦鲤瑜,2675361803,2,3月18日 23:27,李医生，今天新增了一例本土确诊，也是一线工作人员，致敬你们        ,
500,锦鲤锦鲤瑜,2675361803,2,3月16日 22:04,是的啊，大家都很忙，都在忙着认真而辛苦的活着        ,
501,锦鲤锦鲤瑜,2675361803,1,3月16日 21:03,感觉好累啊，最近才突然意识到，一直以来我忙着关心这个关心那个，唯独从来没有真正的关心过自己        ,
502,锦鲤锦鲤瑜,2675361803,0,3月16日 09:28,面对工作上的人和事，莫名的就很暴躁        ,
503,锦鲤锦鲤瑜,2675361803,2,3月16日 00:21,其实今天心里挺难过的，虽然只是核查，接完电话后，表面嬉皮笑脸的，心里还是有些担心，去医院做了核酸，同事说你给家人说没，&quot;没有，没事，怕他们担心&quot;        ,
504,锦鲤锦鲤瑜,2675361803,0,3月15日 00:22,是的啊，又失眠了，两天没出门，自己呆着        ,
505,锦鲤锦鲤瑜,2675361803,2,3月13日 13:01,慢慢的，我把所有的心事都让自己消化        ,
506,锦鲤锦鲤瑜,2675361803,0,3月12日 22:08,终于到了周六周天，这周太艰难了，做每一件事说每一句话都小心翼翼，气压低到极点，压抑到极致        ,
507,锦鲤锦鲤瑜,2675361803,0,3月11日 08:15,希望今天能平平稳稳        ,
508,锦鲤锦鲤瑜,2675361803,0,3月10日 20:21,公司出了问题，可能我的工作生活状态都会发生巨大的变化，接下来的每一天可能都会很煎熬        ,
509,锦鲤锦鲤瑜,2675361803,0,3月10日 07:09,关于裸辞，其实我心里挺犹豫的        ,
510,锦鲤锦鲤瑜,2675361803,2,3月9日 17:22,别的部门的同事说，她也看出来了我的心思不在工作状态，情绪不对        ,
511,锦鲤锦鲤瑜,2675361803,0,3月9日 06:30,早啊李医生，希望今天能是顺心的一天        ,
512,锦鲤锦鲤瑜,2675361803,0,3月8日 21:35,一切都会好起来吗？可似乎从来没有好过，真的是我自己太挑剔了吗？        ,
513,锦鲤锦鲤瑜,2675361803,1,3月8日 13:59,每天都有很多废话想说，这是年龄大了的标志'？慢慢在控制自己的倾诉欲，因为无人可说        ,
514,锦鲤锦鲤瑜,2675361803,2,3月7日 10:40,我现在已经在尽量远离影响我心情，情绪的人和事了，只有我自己很清楚我用多久自己调节好自己的情绪的        ,
515,锦鲤锦鲤瑜,2675361803,1,3月4日 22:45,其实我特别想找个人打个电话说出我所有的情绪，哭一场，翻遍所有通讯录后，挺可悲的        ,
516,锦鲤锦鲤瑜,2675361803,0,3月4日 19:19,25分钟相亲完，此刻在地铁上的我心情五味陈杂        ,
517,锦鲤锦鲤瑜,2675361803,1,3月4日 11:02,其实我自己很清楚，没有人可以治愈我        ,
518,锦鲤锦鲤瑜,2675361803,1,3月4日 08:46,早呀，希望今天能努力去开心        ,
519,锦鲤锦鲤瑜,2675361803,1,3月3日 21:54,心里挺烦也挺焦虑的，心似着火的房间，静不下来        ,
520,锦鲤锦鲤瑜,2675361803,1,3月3日 10:42,似乎在和所有的朋友相处的过程中，在他们身处低谷，单身的情况下，我会和他们相处的很好，距离也是越来越近，等他们走出低谷，告白单身，一切越来越好的时候，我会潜意识里的第一反应是以后要保持距离了        ,
521,锦鲤锦鲤瑜,2675361803,0,3月3日 09:06,早呀李医生        ,
522,锦鲤锦鲤瑜,2675361803,1,3月2日 15:18,我现在对工作上的一切，有一种莫名的厌恶        ,
523,锦鲤锦鲤瑜,2675361803,0,3月2日 08:51,现在每天上班都带情绪，我也不想这样        ,
524,锦鲤锦鲤瑜,2675361803,0,3月1日 07:45,早啊李医生，从今天开始我要放弃我自己单方面喜欢了两年半的人了，想想开心又难过        ,
525,锦鲤锦鲤瑜,2675361803,2,2月28日 22:03,人潮汹涌，感谢遇见你，虽然心有不甘，有遗憾，但我决定与自己和解了，喜欢本身是美好的，但太喜欢会变成劫难，因为始终只有自己在乎，只有自己走不出来，我会在每一个有意义的时刻远隔山海祝你快乐，然后不去打扰你        ,
526,锦鲤锦鲤瑜,2675361803,1,2月27日 20:50,这一刻决定不再继续喜欢你了，因为感觉太累了，因为知道你的目光里不会有我，因为觉得好卑微，我本不是热情主动的人，可在你面前我似乎聊天变成了话唠，絮絮叨叨的，小心翼翼的，在乎所有与你有关的事情，你的动态，我知道，我喜欢你和你无关，没能让你喜欢我，是我自己的问题，可是，我也好累啊        ,
527,锦鲤锦鲤瑜,2675361803,1,2月26日 19:00,元宵节快乐        ,
528,锦鲤锦鲤瑜,2675361803,1,2月25日 22:56,其实我也不知道自己在熬什么，情绪崩溃什么        ,
529,锦鲤锦鲤瑜,2675361803,1,2月25日 22:47,只是莫名其妙的情绪崩溃了        ,
530,锦鲤锦鲤瑜,2675361803,0,2月25日 17:43,工作上不顺心，找对象的事情也不顺心，可我不想，也无人可说我的所有情绪        ,
531,锦鲤锦鲤瑜,2675361803,0,2月25日 17:23,发现喜欢的人又关注了别的异性，所以他永远不会回过眼神来看你的吧        ,
532,锦鲤锦鲤瑜,2675361803,1,2月25日 08:42,早呀，是不是这一生都遇不到喜欢自己的人了，有的只有自己喜欢别人        ,
533,锦鲤锦鲤瑜,2675361803,0,2月22日 08:03,早呀，李医生，虽然这两天心情很不好，可我依旧在努力自己去消化所有的负面情绪        ,
534,锦鲤锦鲤瑜,2675361803,3,2月12日 01:25,新年快乐李医生，眼泪止不住，好像只有自己过不好，努力压制情绪        ,
535,鹤翊yuuuuan,2678541823,0,8月15日 10:45,李医生早 我们这里下秋雨了 现在只有17度 真是冷啊 晚上不好好盖被子就感冒了😷多注意身体 喝点热的        ,
536,鹤翊yuuuuan,2678541823,0,8月14日 10:03,李医生早啊 七夕快乐！！        ,
537,鹤翊yuuuuan,2678541823,2,8月13日 19:40,李医生下午好啊        ,
538,鹤翊yuuuuan,2678541823,0,8月13日 01:30,李医生我又来啦！今天把拖了好久的事情处理完了 开心 明天开始搞数据的事情了 加油加油 晚安咯！！        ,
539,鹤翊yuuuuan,2678541823,4,8月12日 16:34,李医生 今天喝了杯四块钱就买到的蜂蜜柠檬水！好喝！很快乐！希望您也开心！！        ,
540,鹤翊yuuuuan,2678541823,1,8月10日 10:15,李医生早 连打了六个喷嚏        ,
541,鹤翊yuuuuan,2678541823,2,8月9日 01:22,知道有拖延症还是不想治 我真的有点毛病 明天早上一定写完发老师😢晚安哦李医生        ,
542,鹤翊yuuuuan,2678541823,1,8月1日 17:01,李医生 下午好哇 今天吃了妈妈包的馄饨 真开心哇 这样的日子还有一个月就又要回去上学了 哎 感觉陪她们的时间还是太短了 哎        ,
543,鹤翊yuuuuan,2678541823,0,7月6日 02:01,好久没来看您啦 也劝自己最近少熬夜 老上火啦 燥热的夏天记得喝碗绿豆汤        ,
544,这么着吧啊,2728089125,5,8月17日 06:50,李医生，有人网暴张医生。你业余时间干干导游，带着网暴张医生的人去你那边旅旅游，然后定居你那边，你给他们上上课、回回炉。        ,
545,叫我木川吧,2734186495,0,7月22日 10:08,李医生，你说我一上课眼睛就想闭上，是不是有啥毛病        ,
546,叫我木川吧,2734186495,6,3月31日 12:34,其实，这么多人都记得你        ,
