用户,id,点赞,时间,内容,label2
吃天狗的小月亮,3294475517,2,6月8日 23:10,菜是原罪&nbsp;&nbsp;嗐        ,1
吃天狗的小月亮,3294475517,0,6月8日 08:30,希望结果都是好的[心]快点好起来吧，快点逃离这个让人颓废的地方吧，快点充满希望！快点让努力看到成果吧[打call]        ,1
吃天狗的小月亮,3294475517,0,6月8日 08:27,早呀李医生        ,1
吃天狗的小月亮,3294475517,1,6月7日 20:05,不要和别人聊天&nbsp;&nbsp;&nbsp;不要看别人&nbsp;&nbsp;不要都不要        ,1
吃天狗的小月亮,3294475517,1,6月7日 20:04,嗐，我就是不想要他处对象        ,1
吃天狗的小月亮,3294475517,0,6月7日 10:23,[失望]        ,1
吃天狗的小月亮,3294475517,1,6月6日 09:46,嗐&nbsp;&nbsp;意难平呀        ,1
吃天狗的小月亮,3294475517,0,6月5日 22:24,晚上一个人真的好舒服&nbsp;&nbsp;静谧又惬意        ,1
吃天狗的小月亮,3294475517,0,6月5日 20:06,前天运动了一下，运动量太大了，哈哈哈哈&nbsp;&nbsp;本来以为扛得住，结果今天浑身巨酸[允悲]        ,1
吃天狗的小月亮,3294475517,0,6月5日 12:23,嗐&nbsp;&nbsp;生闷气是不太好，自己生气，别人根本不知道。哈哈哈哈哈，不过就算生闷气也会忍不住告诉对方我生气了[允悲]        ,1
吃天狗的小月亮,3294475517,0,6月4日 23:12,嗐 消息免打扰可还行        ,1
吃天狗的小月亮,3294475517,0,6月4日 17:54,会好的对吧&nbsp;&nbsp;都会实现的        ,1
吃天狗的小月亮,3294475517,1,6月4日 11:41,李医生[心]今天收到同事们的爱&nbsp;&nbsp;&nbsp;好幸福噢 开心        ,1
吃天狗的小月亮,3294475517,0,6月4日 09:54,早哦&nbsp;&nbsp;今天真的热        ,1
吃天狗的小月亮,3294475517,1,6月3日 08:46,嗐，有个人可以和你安安稳稳好好过一生，真的就挺难的。算了吧～随缘啦        ,1
吃天狗的小月亮,3294475517,3,6月3日 06:23,醒来突然有种莫名的孤独和失落感[失望]唉        ,1
吃天狗的小月亮,3294475517,0,6月2日 22:23,李医生，今天有看书哦，好棒，晚安[抱抱]        ,1
吃天狗的小月亮,3294475517,0,6月2日 15:02,心口不一真的是件很可怕的事        ,1
吃天狗的小月亮,3294475517,0,6月2日 07:29,早哦～李医生早早早        ,1
吃天狗的小月亮,3294475517,0,6月1日 19:41,想了好久&nbsp;&nbsp;终于去到啦[太开心]也是辛苦小伙伴啦，希望今天许的愿都会成真～希望别人说的最近有喜事是真的有喜事噢！        ,1
吃天狗的小月亮,3294475517,0,6月1日 13:32,李医生...感觉我有好多想说的&nbsp;&nbsp;但是&nbsp;&nbsp;突然不知道说什么了        ,1
吃天狗的小月亮,3294475517,0,6月1日 07:07,节日快乐哦～        ,1
吃天狗的小月亮,3294475517,2,5月31日 12:06,李医生&nbsp;&nbsp;&nbsp;我明天要去归元寺噢&nbsp;&nbsp;好好洗涤一下心灵        ,1
吃天狗的小月亮,3294475517,0,5月30日 22:13,今天有听演唱会噢～回家补课啦！补课听歌！今天可太嗨了叭！哈哈哈哈哈，第一次听现场，有点绝噢。[哈哈]好开心呐～今天的努力也会有好结果的对吧！我没有放弃呐，还是在默默努力！冲鸭！嘻嘻，明天研究怎么剪vlog[doge]        ,1
吃天狗的小月亮,3294475517,1,5月29日 21:27,晚安啦&nbsp;&nbsp;期待好结果        ,1
吃天狗的小月亮,3294475517,0,5月28日 23:08,我有在努力噢，我知道不够 一点都不够，可以慢慢努力嘛[委屈]唉...好像不可以，我会加油哒！李医生，晚安哦。        ,1
吃天狗的小月亮,3294475517,0,5月28日 18:40,真棒。一直单身一直爽        ,1
吃天狗的小月亮,3294475517,3,5月28日 10:57,我今天有好漂亮的腮红呢[哈哈]        ,1
吃天狗的小月亮,3294475517,0,5月28日 06:05,早哦        ,1
吃天狗的小月亮,3294475517,0,5月27日 13:19,嘻嘻&nbsp;&nbsp;周日去听演唱会噢～开心心        ,1
吃天狗的小月亮,3294475517,2,5月27日 08:22,你永远都要爱你自己，自身沉稳，而后爱人[爱你]        ,1
吃天狗的小月亮,3294475517,0,5月26日 22:43,李医生，我无语了 哈哈哈哈哈！有对象的男生抓着有对象的女生头发闻，恶心...🤢 🤢 🤢 哈哈哈哈哈绝了，怎么有这种人啊。这两个人的对象真是瞎了眼吧。        ,1
吃天狗的小月亮,3294475517,0,5月26日 00:06,李医生[允悲]这个点...我睡醒了，哎呀。太难啦！        ,1
吃天狗的小月亮,3294475517,0,5月25日 12:48,李医生[抱抱]情绪总是反反复复，哎呀&nbsp;&nbsp;这样不好        ,1
吃天狗的小月亮,3294475517,1,5月24日 21:42,加油鸭！这个星期必拿下！完美人生转折！[爱你]        ,1
吃天狗的小月亮,3294475517,0,5月24日 15:22,李医生，怎么总有垃圾&nbsp;&nbsp;那么普通却那么自信[二哈]        ,1
吃天狗的小月亮,3294475517,0,5月24日 09:37,都会好的对嘛，李医生。早安哦[爱你]        ,1
吃天狗的小月亮,3294475517,1,5月23日 12:09,总有一天，你不再需要疯狂的爱情，而是需要一个不会离开你的人。李医生，这句话真的好深刻        ,1
吃天狗的小月亮,3294475517,0,5月23日 02:51,我解脱了&nbsp;&nbsp;稳        ,1
吃天狗的小月亮,3294475517,0,5月20日 21:05,明明是520&nbsp;&nbsp;应该很开心呀...可是为什么 为什么就别别扭扭的...        ,1
吃天狗的小月亮,3294475517,0,5月20日 21:04,难过        ,1
吃天狗的小月亮,3294475517,0,5月20日 06:20,520快乐呀        ,1
吃天狗的小月亮,3294475517,2,5月13日 23:52,李医生&nbsp;&nbsp;为什么总有人那么爱岔啊，管好自己不好吗。嘻嘻，晚安哦 明天再来看你        ,1
吃天狗的小月亮,3294475517,1,5月13日 23:51,哭唧唧的来了[失望]哈哈哈哈哈        ,1
吃天狗的小月亮,3294475517,1,5月8日 22:25,做人可真难呀[泪]工作生活...好多糟心事[失望]太难受了，希望睡一觉什么都好起来！        ,1
吃天狗的小月亮,3294475517,2,4月29日 22:17,晚安，那是要到决战时刻啦！冲鸭！美好如约而至！        ,1
吃炸酱面的时候不要点南瓜吗,5180090074,1,7月16日 02:11,很艰难但终于毕业了，但内心并没有接受这个事实，成果，能力，还有过程中的打击，还有没有被自己的价值观认同。马上要工作了，希望顺利        ,0
吃炸酱面的时候不要点南瓜吗,5180090074,1,5月22日 21:05,今天的wb总是让人视线模糊，离毕业只差最后一步了，要顶到最后[拳头]        ,0
吃炸酱面的时候不要点南瓜吗,5180090074,2,2月20日 21:45,李医生，怎么才能“有劲”地活着呢        ,0
吃炸酱面的时候不要点南瓜吗,5180090074,0,2月13日 22:16,新的一年希望能真的长大，李医生新年快乐[迎福运]        ,0
虫牙要好好加油,5889062555,3,7月16日 00:47,李医生，今天上厕所的时候，没带手机没带书，就那样傻傻地专心地拉屎，突然间就想到高考前一段时间，上个厕所都会捧着单词表背单词，时间真的好快        ,1
虫牙要好好加油,5889062555,1,2月15日 02:46,跟家里亲戚说了，想当医生，还有一百天高考，能成功吧        ,1
初锦55196,7205214540,0,8月12日 17:21,李医生，疫情又厉害啦，不知道学校能不能按时开学，不然又要在家上网课啦        ,1
川中祭酒先生,6460482152,1,7月21日 12:59,我看了中国医生了，谢谢你，小亮老师        ,0
穿T恤坐怀不乱的鑫,7266386615,0,7月27日 23:18,晚安了 希望明天奥运会中国队取的好的成绩        ,0
穿着靴子的猫888,5267801813,1,8月7日 14:50,李医生，我好难过呀，我考上了公务员，现在在政审阶段因为疫情耽误了，我爸就说我每天也不知道打电话问问，我考不上他就把我弄死[失望][失望][失望]😭😭😭😭😭😭        ,0
穿着靴子的猫888,5267801813,3,7月31日 15:02,李医生，我决定不跟所谓的闺蜜说我考上公务员的事了，发了个微信，3天没回[哈哈][哈哈][哈哈][哈哈]        ,0
穿着靴子的猫888,5267801813,0,7月25日 22:52,李医生，我考上啦。可是我现在发现吃个火锅都没人陪我。所以我打算不和他们说这个消息了        ,0
穿着靴子的猫888,5267801813,0,7月12日 21:18,李医生，还有几天我就要面试了，好紧张[心]        ,0
穿着靴子的猫888,5267801813,1,7月11日 23:18,李医生，他的手真的不能好了吗？好难过😭        ,0
穿着靴子的猫888,5267801813,1,7月11日 23:18,李医生，明天老师说要考试，我好紧张啊😭😭        ,0
穿着靴子的猫888,5267801813,0,7月5日 23:41,李医生，我难受，他不需要我这样的粉丝[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,7月3日 10:27,李医生，他讨厌我吧。他删我微博评论了[悲伤][悲伤][悲伤]我下次一定一定不再去评论，我好难受呀[悲伤][悲伤][悲伤][心]        ,0
穿着靴子的猫888,5267801813,0,6月22日 22:32,李医生，我现在开始每天跑步了，真减压[嘻嘻]        ,0
穿着靴子的猫888,5267801813,0,6月22日 22:05,李医生，我考试成绩要出来了，好紧张[悲伤][悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,6月8日 11:45,还要顶着家里人催婚的压力。不是我不想结婚，是我真的没找到。我不明白，为什么不结婚就成了家里的罪人了呢。家人为什么是这样的[悲伤][悲伤][悲伤]他们希望我幸福为的是自己的面子吧[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,6月1日 21:30,李医生，我今天好开心，手术完偷偷吃了小龙虾，真的好吃        ,0
穿着靴子的猫888,5267801813,0,6月1日 21:27,我其实真的挺失望的，平时发微信也好久不回，她说她有几个微信忙不过来。回了微信也是聊着聊着就不回了[悲伤][悲伤]可能是我把别人定位在我心中太重要了，才会这么失望吧[心]谢谢李医生听我说这么多[心][心]        ,0
穿着靴子的猫888,5267801813,0,6月1日 21:22,然后等我检查完好久好久她才来。她居然是步行来的，她说她以为我前面还有18个做胃肠镜检查的，所以特地算了时间，步行来刚刚好（她家步行到医院差不多一个多小时）[悲伤][悲伤]我没说什么，但我知道我可能在她心里算不上好朋友，如果是我的话，我可能会提前，如果记错时间，可能会问一下[心][心][悲伤]        ,0
穿着靴子的猫888,5267801813,0,6月1日 21:19,李医生，你知道吗？其实可能我在我好朋友心里根本算不上好朋友吧。我今天做了个小手术，之前我跟我好朋友说好请她今天陪我去，结果她今天根本不记得这件事，她说她以为今天是星期一，以为我明天手术。还好我妈陪我去了。之前我请她陪我去医院检查，约好早上8点，结果她问我前面还有几个人，我说18个，        ,0
穿着靴子的猫888,5267801813,0,5月27日 23:22,李医生，你说我为啥之前会选择一个40岁的老男人当偶像呢，会那么喜欢他呢？和朋友讨论了半天，他觉得我可能是喜欢自己想象中的完美的他        ,0
穿着靴子的猫888,5267801813,0,5月27日 23:20,李医生，我之前送他礼物他一点反应没有，这次也没有反应，别人送他辣条他都可以高兴半天，是因为真的讨厌我吧[悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,1,5月27日 23:18,李医生，如果我考上公务员了，我想给北大猫协捐500元，想给父母买个电动牙刷        ,0
穿着靴子的猫888,5267801813,1,5月27日 23:15,李医生，我觉得我可能真的错了，如果时间重来，我可能会选择送束花完事        ,0
穿着靴子的猫888,5267801813,0,5月27日 23:14,李医生，你知道吗？后来他的新粉都会问我粉丝群和超话都是你建的，为啥他没有关注你[悲伤][悲伤]我都不知道怎么回答。其实后来我才明白就算所有粉丝都知道粉丝群是我建的，超话是我第一个发起的，在他心里也不过是网友们建的。我现在觉得我做这些事可能错了，如果时间重来，我可能不再做，避免成为笑话        ,0
穿着靴子的猫888,5267801813,0,5月27日 23:07,李医生，偷偷告诉你，我其实脱粉的原因是我努力了好久好久想让他微博关注我，结果他关注了所有人都没有关注我。后来我想明白了，一个人如果讨厌你，你再努力是没意义的，浪费时间，浪费金钱，更浪费感情。所以我就下定决心，一定要不喜欢他，一定要做的好一点再好一点        ,0
穿着靴子的猫888,5267801813,0,5月27日 23:03,李医生，明天我要去医院做肠胃镜了，有点怕，怕有什么毛病[悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,2,5月23日 10:29,李医生，我以后什么都不用帮他做了，也不会为他花钱了，真好。我脱粉以后，有些人把我拉黑了，不过我觉得无所谓啦，反正再也不会喜欢了。李医生，拜托您保佑我，尽快忘了这个名字吧[心][心]谢谢您[心]        ,0
穿着靴子的猫888,5267801813,0,5月23日 10:23,好开心啊        ,0
穿着靴子的猫888,5267801813,1,5月23日 10:23,李医生，我跟你说，我脱粉成功啦，我准备买鞋奖励自己[心][心]        ,0
穿着靴子的猫888,5267801813,0,5月5日 21:46,李医生，我讨厌他，可是我为什么这么难受[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,2,5月5日 21:45,李医生，他没有心[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,1,5月1日 20:18,我的礼物他都没收，心已经碎成渣了[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月29日 22:32,李医生，我今天送的礼物他也还没收[悲伤][悲伤][悲伤]失望[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月29日 22:31,李医生，我省考没进面[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月29日 12:48,李医生，我真的喜欢他，但是我不想再那么难过了，我也没有那个格局看别人整天在超话各种晒他送的礼物，所以我选择默默祝福他们吧。[悲伤][悲伤]请您保佑我尽快把他忘了吧，任何方式都可以，谢谢您[抱抱][抱抱]        ,0
穿着靴子的猫888,5267801813,0,4月29日 12:46,李医生，大概对于他最好的礼物，就是忘了他吧。李医生，我愿意以任何方式失忆，然后把他忘了[悲伤][悲伤][抱抱]        ,0
穿着靴子的猫888,5267801813,0,4月27日 23:21,李医生，我感觉我其实特别没用，做什么都做不好[悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,1,4月27日 23:18,李医生，偷偷告诉你，我特别特别喜欢他，但我只能默默看着他对别人的好，别人过生日他送祝福送礼物，可我连祝福都没有收到过。我猜今年过生日还是没有，我真的觉得我高估了我在他心目中的位置[悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,1,4月27日 23:16,"李医生，我在送他的生日礼物中，称他为老友，你说他会不会觉得我有点自作多情了，其实就是因为他某一次回复我的时候，说我是老朋友了。我真的有点担心他觉得我自作多情,说实话有的后悔[悲伤][悲伤][抱抱]        ",0
穿着靴子的猫888,5267801813,1,4月27日 17:49,李医生，我已经考了一年多了，还没有上岸，家里亲戚都笑话我，说你在家全职备考了这么久不还是没有上岸吗[悲伤][悲伤][悲伤]家里人也说我，说为什么你没有找到对象，为什么你考不好，是不是你人品有问题。你现在如谁，人家都是公务员。你还好意思和别人一起玩吗[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,1,4月27日 17:46,李医生，过几天我就过生日了，能不能保佑我过生日那天有好消息[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月27日 17:46,李医生，我不想当笨蛋，真的不想。[悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月27日 17:45,李医生，好多事情我努力了，我真的已经很努力了，却总没有结果。我也不知道为什么，爱情是这样，友情是这样，考试也是这样[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月27日 17:43,李医生，我想进面试，我想上岸，能不能告诉我该怎么做[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月27日 17:42,李医生，我好难过呀[悲伤][悲伤][悲伤]省考成绩出来了，我只考了60多分，都说量变形成质变，我都考了这么多次了，怎么还没有质变[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,0,4月4日 08:31,李医生，又是清明节啦，来看看您[心]        ,0
穿着靴子的猫888,5267801813,3,3月6日 01:29,李医生，你在天上一定要保佑我不去打扰他哦[心][心]对了，还拜托您一定要保佑他的手能好，重新握上手术刀，我知道，他最希望的是还是可以再一次拿起手术刀去为病人做手术，也拜托您保佑他复健的时候不疼。谢谢您啦，他真的是一位非常非常好的医生[心]        ,0
穿着靴子的猫888,5267801813,1,3月6日 01:25,李医生，偷偷告诉你，其实脱粉了我一点都不开心[悲伤][悲伤]，最难过的是我，我那么那么喜欢他，可是最终还是像他们说的一样，他就是一点都不喜欢我，他就是喜欢她[悲伤][悲伤]他们都说我花心，可是谁知道我如果在不离开，我觉得他会讨厌我，而且我愿意成全他。从此不打扰[心][心][悲伤]        ,0
穿着靴子的猫888,5267801813,0,2月13日 20:24,李医生，我难受。[悲伤][悲伤]为什么我是那只被他丢弃在角落的小熊[悲伤][悲伤][悲伤]        ,0
穿着靴子的猫888,5267801813,1,2月12日 15:44,新年快乐        ,0
传统的大睡魔,5170285431,0,8月9日 15:15,最近情绪比较差 大学好朋友为了点眼前利益跟我说很伤人的话 我吐槽抱怨她来认真的 不难想象她这样为了点钱要绝交吗        ,0
吹很久的风,5665328693,0,8月8日 22:00,[心]        ,1
吹很久的风,5665328693,2,8月4日 20:45,真的心情急剧下降呜呜，打了一天的工已经很累了，回家查普通话成绩才三甲，我爸发消息问我什么专业，我说广告设计，他就开始说广告设计没前途，我会后悔…我真的无语子，我都大二了，才想起来问我什么专业，说的话也很让人伤心[泪][泪][泪]        ,1
吹很久的风,5665328693,0,7月15日 22:11,有时候真的觉得自己想太多了[二哈]闲的，李医生晚上好[心]        ,1
吹很久的风,5665328693,0,7月6日 23:55,可能再聊的来的人也会慢慢走散        ,1
吹很久的风,5665328693,0,7月6日 01:16,想一直当好朋友的人，如果可以跟第三人也相处的很好的话，就会想逃避[裂开]在一个大部分时间是安静的环境，如果有人发出什么大动静，就会觉得烦躁[裂开]希望今天的普通话考试有个好成绩，后天的科目二，摄影考试通过[牛年大吉][牛哞哞]        ,1
吹很久的风,5665328693,2,7月1日 01:32,跟着党走～七月愉快[干杯]        ,1
吹很久的风,5665328693,1,6月20日 02:20,李医生，最近结课了，天气太热了，只想窝在宿舍吹空调，七月份应该就忙起来了，普通话证，科目二考试希望都能成功！也希望能有个愉快的暑假啦嘻嘻        ,1
吹很久的风,5665328693,0,6月20日 02:16,[心]        ,1
吹很久的风,5665328693,2,6月13日 23:12,好多好多人记得呀[甜甜粽]李医生端午啦[咸咸粽]        ,1
吹很久的风,5665328693,3,6月6日 22:00,我敏感且矛盾[失望]        ,1
吹很久的风,5665328693,0,5月24日 12:02,永远铭记你们[心]        ,1
吹很久的风,5665328693,1,5月21日 23:59,最近情绪有点低落[失望]小心思太多了[失望]是个忧郁小孩[失望]突如其来的意外总是打乱安排，渐渐的也没了安排，所以杂乱的生活，有点烦躁，经常没有主见，跟随别人的安排，完事也有点小后悔，人一闲，就容易想起以前的人..经常觉得身边的人挺虚伪的，不知道是不是自己的问题，        ,1
吹很久的风,5665328693,0,2月24日 22:21,医生，最近看了一部电视剧：德鲁纳酒店，你应该也会得到麻姑婶的一束鲜花吧！好喜欢里面的女主李知恩iu，长的好好看，唱歌表演都会，对人也好好，喜欢她会让人感觉很幸福呢，所以有了一个新的愿望：想去看一场iu的演唱会！[心]        ,1
春日复暄,5729193116,0,7月31日 13:29,李医生，疫情又来啦，我们学校附近有确诊了，我好担心[悲伤]        ,0
春天杰作,2404080917,2,8月8日 22:12,台风走了，带走几百生命。奥运结束了，成绩非常不错。疫情有所反弹，人们依然对不同声音喊打喊杀。最近这些事告诉你一声。        ,0
春天夏天秋天冬天的大太阳,5362542874,0,7月29日 21:53,李医生，晚安。        ,1
春天夏天秋天冬天的大太阳,5362542874,4,7月29日 21:52,明天后天大后天都要五点起床，因为要去当学术会议的志愿者。        ,1
春天夏天秋天冬天的大太阳,5362542874,1,7月10日 23:27,今天去看了中国医生，很震撼，就像院长说的那句话一样，入党的时候你是怎么承诺的，现在就要怎样兑现。嗯，谢谢您。        ,1
春天夏天秋天冬天的大太阳,5362542874,0,6月2日 11:08,好久不来了，最近在忙小论文。        ,1
春天夏天秋天冬天的大太阳,5362542874,0,3月24日 14:11,李医生，前两天哈尔滨下大雪了，然而今天已经很热了。        ,1
春天夏天秋天冬天的大太阳,5362542874,1,3月12日 23:41,李医生，今天只读了一篇文献，看模型看的脑袋大，读完研究生就再也不读书了。嗯，晚上去染了新的发色，与之前的没有太大的区别，但依旧很开心。嗯，有在认真生活。        ,1
春天夏天秋天冬天的大太阳,5362542874,0,2月11日 22:00,新年快乐呀        ,1
春游与远夏_,5048355530,0,8月18日 00:57,晚安 我最近有点累[泪]        ,0
春游与远夏_,5048355530,0,8月13日 02:00,一缕凉风，一片落叶，一声断雁，一池秋水，都会扯出那些若隐若现的从前。秋，似乎总能牵着内心深处的一份愁绪...        ,0
春游与远夏_,5048355530,3,8月10日 01:21,“十八岁的勇气已经用完了，二十岁的任性已经收敛了，奔三的路上剩下了三思而后行，在失去，在接受，在成长”。        ,0
春游与远夏_,5048355530,1,8月2日 01:26,晚安咯 树洞先生        ,0
春游与远夏_,5048355530,0,7月31日 01:47,晚安了 树洞先生        ,0
春游与远夏_,5048355530,0,7月31日 01:46,往事不堪回首        ,0
春游与远夏_,5048355530,0,7月28日 09:24,[嘻嘻]早哇 又是送娃上学的一天        ,0
春游与远夏_,5048355530,0,7月28日 02:16,晚安哦 树洞先生        ,0
春游与远夏_,5048355530,2,7月28日 02:16,[嘻嘻]树洞先生&nbsp;&nbsp;我很久没来啦 最近在忙直播的事～所以今天我又是最晚的一个啦        ,0
春游与远夏_,5048355530,1,7月8日 01:35,姑姐被丈夫家暴，然后男的一点家庭责任感都没有，妈宝男一个，平时赚的钱都是自己吃喝花掉，还会家暴，姑姐想离婚，公婆欠不要离[费解][费解]有时候真不懂老一辈的到底在想啥，姑姐太可怜了……        ,0
春游与远夏_,5048355530,0,7月7日 01:49,[嘻嘻]晚安啦        ,0
春游与远夏_,5048355530,0,7月6日 00:50,我在为我的年少无知买着单，我太累了，身心疲惫[泪][泪][泪]        ,0
春游与远夏_,5048355530,0,7月6日 00:49,李医生……如果能重来就好了        ,0
春游与远夏_,5048355530,3,6月28日 11:51,[太开心]祝我好运吧，希望今天的应聘可以过        ,0
春游与远夏_,5048355530,1,6月28日 11:51,结婚生娃后好多年没步入职场了，今天去应聘了，害怕 自卑弥漫着空气        ,0
春游与远夏_,5048355530,4,6月26日 01:51,长眠应该也是很好的吧？李医生，不用有这么多的烦恼！        ,0
春游与远夏_,5048355530,3,6月26日 01:50,[悲伤]我又失眠了，李医生婚姻到底给女人带来了什么？        ,0
春游与远夏_,5048355530,0,6月24日 01:21,[泪][泪]从噩梦中醒来        ,0
春游与远夏_,5048355530,0,6月22日 00:16,[蜡烛]安好        ,0
春游与远夏_,5048355530,3,6月14日 00:20,庆余年2 您看到了吗？[蜡烛]        ,0
春游与远夏_,5048355530,0,6月14日 00:20,端午安康[蜡烛]        ,0
春游与远夏_,5048355530,1,6月12日 00:35,[嘻嘻]晚上好 树洞先生        ,0
春游与远夏_,5048355530,1,5月23日 23:43,[蜡烛]愿在天堂的你们都安好        ,0
春游与远夏_,5048355530,0,5月22日 17:05,李医生 会有新的星星对嘛？        ,0
春游与远夏_,5048355530,2,5月22日 14:19,致敬，共和国脊梁！        ,0
春游与远夏_,5048355530,0,5月22日 14:18,[悲伤]泪目 袁老也走了        ,0
春游与远夏_,5048355530,0,5月10日 22:19,为嘛别人带两个娃容光焕发，我带两个娃像个大妈？[摊手]        ,0
春游与远夏_,5048355530,0,5月7日 22:02,晚安 疲惫的一天        ,0
春游与远夏_,5048355530,2,5月5日 23:23,能一人推荐一首单曲循环嘛？我挨个去听        ,0
春游与远夏_,5048355530,0,5月5日 23:03,压根一点儿也不想用这种方式认识你        ,0
春游与远夏_,5048355530,0,5月5日 23:03,你若在多好        ,0
春游与远夏_,5048355530,0,4月29日 01:24,晚安 树洞先生        ,0
春游与远夏_,5048355530,1,4月26日 22:49,[泪]新店直播好累，人累 心累 但唯有坚持        ,0
春游与远夏_,5048355530,4,4月21日 22:58,树洞先生，看到了你的留言板，才发现生活每个人都很不容易。        ,0
春游与远夏_,5048355530,0,4月21日 22:57,压力大到想哭，找不到方向，太累了[泪][泪][泪]        ,0
春游与远夏_,5048355530,0,4月16日 23:38,[蜡烛]最近小店在直播，好久没来啦，虽然目前还是亏本状态，但是我很开心啦，因为我成功的踏出了第一步[加油][加油][加油]晚安啦李医生        ,0
春游与远夏_,5048355530,0,3月31日 23:09,今天的不开心就止于此吧，晚安        ,0
春游与远夏_,5048355530,0,3月30日 00:34,晚安呀[蜡烛]        ,0
春游与远夏_,5048355530,0,3月28日 22:23,[蜡烛]晚安        ,0
春游与远夏_,5048355530,0,3月28日 22:23,[嘻嘻]李医生我要开直播啦[哈哈]虽然很慌，但也只能硬着头皮上啦，需要买倒流香炉，摆件的记得找我呀[嘻嘻][嘻嘻][嘻嘻]        ,0
春游与远夏_,5048355530,0,3月28日 00:21,[蜡烛]今天的晚安有点晚啦        ,0
春游与远夏_,5048355530,1,3月26日 23:11,李医生我不开心，又不知道跟谁说，所以我选择来你这留言[蜡烛]        ,0
春游与远夏_,5048355530,3,3月26日 00:00,[蜡烛]谢谢您树洞先生，承载着这么多人的心声。        ,0
春游与远夏_,5048355530,1,3月25日 23:58,我又来啦，别嫌我烦，今天一天都过得挺压抑的，不开心[悲伤]心里很不是滋味。        ,0
春游与远夏_,5048355530,0,3月24日 23:49,问你个心酸的问题，十七岁你喜欢的人，现在……还在吗？        ,0
春游与远夏_,5048355530,0,3月24日 23:23,[嘻嘻]最近好吗？今天心情又是怎样的呢？        ,0
春游与远夏_,5048355530,0,3月24日 23:23,[允悲]小店刚开始做直播，没啥粉丝，尬聊太难了～        ,0
春游与远夏_,5048355530,0,3月23日 23:30,2021 3.23福建        ,0
春游与远夏_,5048355530,3,3月11日 00:10,李医生你一定也累了吧[蜡烛][蜡烛]承载了这么多人的心声        ,0
春游与远夏_,5048355530,0,3月11日 00:02,压力好大啊 李医生，2020买了房子，2021房贷压的喘不过气，希望能多赚点钱，让家人有更好的生活！        ,0
春游与远夏_,5048355530,0,3月4日 03:00,[蜡烛]晚安        ,0
春游与远夏_,5048355530,2,3月4日 02:55,时光好不经用，抬眼已是半生。        ,0
春游与远夏_,5048355530,3,3月2日 02:00,夜夜难熬夜夜熬[泪]        ,0
春游与远夏_,5048355530,3,3月1日 00:44,[泪]2021房贷压的喘不过气来，各种费用，各种开销，希望2021能多赚点钱！        ,0
春游与远夏_,5048355530,3,3月1日 00:30,三月啦[蜡烛]时间快的让人措手不及        ,0
春游与远夏_,5048355530,0,2月28日 00:08,都说婚姻是避风港，可是谁来避风，谁当港啊。结了婚才知道，风是自己避的，伞是自己打的，哪有什么避风港啊！        ,0
春游与远夏_,5048355530,0,2月25日 00:44,[蜡烛]时间过的真快，有好多人、好多人都很挂念你        ,0
春游与远夏_,5048355530,3,2月23日 14:05,带娃两年多了，今年打算重新步入社会了，好害怕，与社会已经脱节了[泪]        ,0
春游与远夏_,5048355530,3,2月20日 14:45,[泪]愿国泰民安 这两天的热搜让我心情太沉重了，我们福建的英雄，陈祥榕，他用自己的生命去守卫祖国了，才十八岁啊，他的人生才刚刚开始，这让父母怎么受得了！！[泪][泪][泪]        ,0
春游与远夏_,5048355530,0,2月20日 08:23,[蜡烛]早安 很久没来了 还好嘛        ,0
从小把你看到大,3854442076,1,8月14日 01:49,在准备考研，对于我来说好难好难啊，亮哥，我觉得我一定能够一直坚持下去！        ,1
从小把你看到大,3854442076,1,4月4日 16:34,[蜡烛]        ,1
达芬好奇毕加探索,6664096105,10,8月4日 00:09,李医生你好～今天是我当临床医学研究生以来最开心的一天 有一位病人今天送了我一只冰淇淋 一只绿色心情 抚慰我的心 /我想 医生这个职业的自豪感 究其根源 还是来自病人的理解和体谅 一颗赤诚的心[心]        ,1
打倒拖延兽,3864119623,0,7月24日 15:57,新学期换工作了，希望顺顺利利        ,0
打倒拖延兽,3864119623,0,7月8日 23:00,[泪]        ,0
